企業情報_1_名前,企業情報_2_サイト,企業情報_3_求人サイト企業情報,連絡先_1_住所,連絡先_2,連絡先_3,連絡先_4
株式会社大笑,http://daisyou-inc.com/,https://employment.en-japan.com/desc_1037760/?PK=525490&arearoute=1,本社／〒457-0077 愛知県名古屋市南区立脇町4-3,採用担当,052-613-9956,
大本染工株式会社,http://www.omotosenko.com,https://employment.en-japan.com/desc_1039851/?PK=525490&arearoute=1,■本社／京都市伏見区横大路千両松町201,採用担当,075-621-8881,
株式会社島製作所,http://www.shima-seisakusyo.com/,https://employment.en-japan.com/desc_1040122/?PK=525490&arearoute=1,【大阪営業所】/〒547‐0001/大阪市平野区加美北3-12-5,採用担当,06-6793-0991,
株式会社甲友電気設備,http://kou-denki.jp/,https://employment.en-japan.com/desc_1040876/?PK=525490&arearoute=1,本社／兵庫県神戸市中央区下山手通8-16-28,採用担当,078-351-1800,
日興電建株式会社,https://www.nikkodenken.jp,https://employment.en-japan.com/desc_1041777/?PK=525490&arearoute=1,〒983-0044/宮城県仙台市宮城野区宮千代1-16-3,採用担当,022-239-1317,
メタウォーターサービス株式会社,https://www.metawaterservice.co.jp/,https://employment.en-japan.com/desc_1042212/?PK=525490&arearoute=1,東京都新宿区西新宿6-5-1 新宿アイランドタワー,エン・ジャパン株式会社　メタウォーターサービス採用事務局,sss-info@en-japan.com,
株式会社和光輸送,http://wakokanko.com/index.php,https://employment.en-japan.com/desc_1042278/?PK=525490&arearoute=1,【本社】/〒351-0111　/埼玉県和光市下新倉5-5-26,採用担当,048-463-3977,
株式会社サンコーテーデー,,https://employment.en-japan.com/desc_1042282/?PK=525490&arearoute=1,〒210-0837　/神奈川県川崎市川崎区渡田1－1－22,採用担当,044-333-0315,
SDエンジニアリング株式会社 関東営業所,,https://employment.en-japan.com/desc_1042363/?PK=525490&arearoute=1,読み取り不可避エラー,,,
株式会社大伸 神戸事業所,http://www.daishin-gr.co.jp/index.html,https://employment.en-japan.com/desc_1042455/?PK=525490&arearoute=1,＜神戸事業所＞/〒653-0032/兵庫県神戸市長田区苅藻通7-1-48,採用担当,078-671-0187,
株式会社ダイセン,http://www.e-daisen.co.jp,https://employment.en-japan.com/desc_1042458/?PK=525490&arearoute=1,【本社】/〒541-0045/大阪府大阪市中央区道修町4-5-6,採用担当,06-4707-7200,
黒崎播磨株式会社 東日本事業所,http://www.krosaki.co.jp/furnace,https://employment.en-japan.com/desc_1042545/?PK=525490&arearoute=1,【黒崎播磨株式会社 ファーネス事業本部 東日本事業所】/〒299-1141/千葉県君津市君津1番地 日本製鉄株式会社 東日本製鉄所 君津地区構内,採用担当,0439-52-0552,
株式会社ビクトリーワークス,https://www.v-victory.com/index.html,https://employment.en-japan.com/desc_1042558/?PK=525490&arearoute=1,〒340-0801　埼玉県八潮市八條2413-1,採用担当,048-969-4872,
株式会社アーバン・ロジスティクス,http://www.uds.jp/,https://employment.en-japan.com/desc_1042627/?PK=525490&arearoute=1,＜羽沢営業所＞/〒221-0863/神奈川県横浜市神奈川区羽沢町83-1 BLSチルド新横浜センター内,採用担当,0120-922-496,
株式会社ビクトリー,https://www.v-victory.com/index.html,https://employment.en-japan.com/desc_1042707/?PK=525490&arearoute=1,■第一工場/〒340-0807 埼玉県八潮市新町17番//■第二工場/〒340-0807 埼玉県八潮市新町20番//■第五工場/〒121-0051 東京都足立区神明2-7-26,採用担当（脇坂）,048-960-0124／090-3106-8631　電話受付時間：8:00～18：00,
生活協同組合エスコープ大阪,https://s-osaka.seikatsuclub.coop,https://employment.en-japan.com/desc_1042955/?PK=525490&arearoute=1,本部・泉北支所／大阪府堺市南区小代727,採用担当 西村,072-293-4660,
株式会社アイザワビルサービス,http://www.aizawa-rm.co.jp/,https://employment.en-japan.com/desc_1042978/?PK=525490&arearoute=1,〒163-0204/東京都新宿区西新宿2-6-1　新宿住友ビル4階,採用担当,03-5909-2424,
有限会社勇扇工業,,https://employment.en-japan.com/desc_1043054/?PK=525490&arearoute=1,本社｜〒981-3201/宮城県仙台市泉区泉ヶ丘5丁目15番27号,採用担当,022-373-9008,
梅澤設備工業株式会社,http://www.umezawa-setsubi.jp/,https://employment.en-japan.com/desc_1036853/?PK=525490&arearoute=1,本社／北海道虻田郡喜茂別町字喜茂別275-3,採用担当,0136-33-2278,
株式会社ヨドバシカメラ,http://www.yodobashi.co.jp/recruit/index.html,https://employment.en-japan.com/desc_1041571/?PK=525490&arearoute=1,【本社】/〒160-8486/東京都新宿区新宿5-3-1,採用担当,03-6380-5381,ty_saiyo@yodobashi.co.jp
株式会社ファンケル（東証一部上場）,http://www.fancl.jp/,https://employment.en-japan.com/desc_1036487/?PK=525490&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　ファンケル採用事務局,saiyo-assist-info@en-japan.com,
株式会社メイホーアティーボ,http://meihoattivo.co.jp/,https://employment.en-japan.com/desc_1037515/?PK=525490&arearoute=1,〒102-0082/東京都千代田区一番町10-2 一番町Ｍビル8階,採用担当,03-6272-3334,
株式会社アーキ・ジャパン,http://akijapan.co.jp,https://employment.en-japan.com/desc_1039210/?PK=525490&arearoute=1,＜本社＞/〒163-0805/東京都新宿区西新宿2-4-1 新宿NSビル5F,採用担当・コンタクトセンター,フリ-ダイヤル　0120-60-2323,
株式会社テクノプロ・コンストラクション,https://www.technopro-construction.com/,https://employment.en-japan.com/desc_1040241/?PK=34B282&arearoute=1,【本社】〒106-6135/東京都港区六本木6-10-1 六本木ヒルズ森タワー35F//※ご不明な点や不安な点がございましたら、下記の電話番号またはメールアドレスまでお気軽にお問い合わせください。,採用担当,【採用専用】0120-959-964　※フリ-ダイヤル,careers-tcs@technopro.com
株式会社野崎造園,http://www.nozaki-zoen.co.jp/,https://employment.en-japan.com/desc_1040819/?PK=34B282&arearoute=1,本社／〒203-0044 　/東京都東久留米市柳窪4-14-22,採用担当,042-471-4635,
株式会社エイワンプラス,http://www.aone-plus.com,https://employment.en-japan.com/desc_1041442/?PK=34B282&arearoute=1,【本社】東京都西東京市西原町1-2-2 ルネサンスフォルム田無 1F,採用担当,042-451-8240,
名糖運輸株式会社,http://www.meiun.co.jp/index.html,https://employment.en-japan.com/desc_1041465/?PK=34B282&arearoute=1,千葉物流センター／〒275-0024 千葉県習志野市茜浜3-4-9,採用担当,047-454-5187,m_chibadc@meiun.co.jp
黒崎播磨株式会社 東日本事業所,http://www.krosaki.co.jp/furnace,https://employment.en-japan.com/desc_1042544/?PK=34B282&arearoute=1,【黒崎播磨株式会社　ファーネス事業本部／東日本事業所】/〒299-1141/千葉県君津市君津1番地/日本製鉄株式会社　東日本製鉄所君津地区構内,採用担当,0439-52-0552,
野村不動産パートナーズ株式会社,https://www.nomura-pt.co.jp/,https://employment.en-japan.com/desc_1042654/?PK=34B282&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
株式会社レンタル&クリーニング,http://www.rental-cleaning.jp,https://employment.en-japan.com/desc_1042987/?PK=34B282&arearoute=1,本社／〒160-0023/東京都新宿区西新宿7-15-1,人事部,0120-789-345,
株式会社ポートサービス,https://www.yokohama-cruising.jp/index.php,https://employment.en-japan.com/desc_1043149/?PK=34B282&arearoute=1,本社/〒231-0023 横浜市中区山下町2番地 産業貿易センタービル7階,吉田・福田,045-671-7781,
東京カラー印刷株式会社,http://www.tcpc.co.jp/,https://employment.en-japan.com/desc_1043184/?PK=34B282&arearoute=1,本社工場／〒120-0024　東京都足立区千住関屋町5-27,採用担当,03-5284-1173,
株式会社ビッグモーター,https://www.bigmotor.co.jp/,https://employment.en-japan.com/desc_992919/?PK=34B282&arearoute=1,読み取り不可避エラー,,,
トランコムDS株式会社（トランコムグループ）,http://www.trancom.co.jp/ds/,https://employment.en-japan.com/desc_1006444/?PK=34B282&arearoute=1,〒461-0004/愛知県名古屋市東区葵1-19-30,採用担当,052-325-3007,
株式会社クラシアン,http://www.qracian.co.jp,https://employment.en-japan.com/desc_1009154/?PK=34B282&arearoute=1,【本社】/〒222-0033/神奈川県横浜市港北区新横浜1-2-1　新横浜ファーストビル8F,HR部,0120-122-314 (24時間受付),
株式会社日本シネ・サービス,http://www.japan-cine.com/index.html,https://employment.en-japan.com/desc_1031966/?PK=34B282&arearoute=1,【本社】〒182-0033/東京都調布市富士見町4-27-1,採用担当,042-485-9010,
セコムジャスティック株式会社（セコム株式会社100％出資/セコムグループ）,http://www.secom-jastic.co.jp,https://employment.en-japan.com/desc_1035694/?PK=34B282&arearoute=1,〒112-0015/東京都文京区目白台2-7-8　セコム目白台ビル,採用担当,03-5319-3361,
株式会社パルライン,https://www.palline.co.jp/,https://employment.en-japan.com/desc_1037683/?PK=34B282&arearoute=1,【本社】/〒135-0015/東京都江東区千石1-4-9,採用担当,03-4590-1562(受付時間9：00～20：00),
フジアルテ株式会社,https://www.fujiarte.co.jp,https://employment.en-japan.com/desc_1040504/?PK=34B282&arearoute=1,【梅田オフィス】/〒530-0051/大阪府大阪市北区太融寺町5-15/梅田イーストビル3F,田中（たなか）,0120-82-7701,
株式会社くらしの友,https://www.kurashinotomo.jp,https://employment.en-japan.com/desc_1040749/?PK=34B282&arearoute=1,〒144-0051/東京都大田区西蒲田8-10-15,エリア統括本部　採用担当,03-3735-5262,
埼玉センコーロジサービス株式会社,https://www.saitama-senkologiservice.jp,https://employment.en-japan.com/desc_1040928/?PK=34B282&arearoute=1,■本社（加須PDセンター）/〒347-0124　埼玉県加須市中ノ目7,採用担当,0480-53-9703,
株式会社アクアライン（東証マザーズ上場）,http://www.aqualine.jp/,https://employment.en-japan.com/desc_1041003/?PK=34B282&arearoute=1,【東京本社】/〒100-6030/東京都千代田区霞が関3‐2‐5 霞が関ビル30F,採用担当,0120-561-166,
株式会社長福,http://www.ngfk.jp/,https://employment.en-japan.com/desc_1041362/?PK=34B282&arearoute=1,【本社】/〒279-0004/千葉県浦安市猫実2-20-45,堀木,047-351-4018,
バリュエンスホールディングス株式会社,https://www.valuence.inc/,https://employment.en-japan.com/desc_1041517/?PK=34B282&arearoute=1,【東京本社】/〒108-0075/東京都港区港南1-2-70　品川シーズンテラス 28F,採用担当,03-4590-7861,
株式会社大塚伸栄,http://www.otsuka-shinei.jp/,https://employment.en-japan.com/desc_1041771/?PK=34B282&arearoute=1,〒573-0137/大阪府枚方市春日北町5-14-5,採用担当,072-859-1100,
株式会社夢真（夢真ホールディングスグループ）,http://www.recruit-yumeshin.com/,https://employment.en-japan.com/desc_1041989/?PK=34B282&arearoute=1,【東京本社】〒100-0005　東京都千代田区丸の内1-4-1 丸の内永楽ビルディング 22F,採用担当,03-3210-1217,jinzai@yumeshin.co.jp
株式会社夢真（夢真ホールディングスグループ）,http://www.recruit-yumeshin.com/,https://employment.en-japan.com/desc_1042005/?PK=34B282&arearoute=1,【東京本社】/〒100-0005/東京都千代田区丸の内1-4-1　丸の内永楽ビルディング 22F,採用担当,03-3210-1217,jinzai@yumeshin.co.jp
RODEO株式会社,http://rodeo.jp/,https://employment.en-japan.com/desc_1042067/?PK=34B282&arearoute=1,【東京本社】/〒121-0052/東京都足立区六木1‐2‐10,採用担当,03-5697-9217,
大阪いずみ市民生活協同組合,http://www.izumi.coop,https://employment.en-japan.com/desc_1042096/?PK=34B282&arearoute=1,【本部】/〒590-0075/大阪府堺市堺区南花田口町2-2-15,採用担当（コモリ・ミヤザキ・ツチハシ）,072-232-5008,
株式会社バイセップス,http://www.biceps.co.jp,https://employment.en-japan.com/desc_1042169/?PK=34B282&arearoute=1,【本社】/〒530-0047/大阪市北区西天満5-2-18　三共ビル東館7F,採用担当,06-6312-1312,
磯部塗装株式会社,http://www.isobe-painting.co.jp/,https://employment.en-japan.com/desc_1042570/?PK=34B282&arearoute=1,【東京本社】/〒136-0071/東京都江東区亀戸7丁目24番5号,採用担当,03-4400-1215,
株式会社プレコエムユニット,https://www.precofoods.co.jp/munit/,https://employment.en-japan.com/desc_1042573/?PK=34B282&arearoute=1,読み取り不可避エラー,,,
スズモト建築プロフェッショナルグループ株式会社,https://suzumoto-reform.jp/,https://employment.en-japan.com/desc_1034107/?PK=34B282&arearoute=1,〒253-0064/神奈川県茅ヶ崎市柳島2-11-5,採用担当,0120-936-941,
東洋炉工業株式会社,http://www.toyo-ro.com/,https://employment.en-japan.com/desc_1036076/?PK=34B282&arearoute=1,本社／大阪府堺市美原区丹上270番地,採用担当,072-362-1661,
株式会社浄美社,http://www.jobisha.co.jp/index.html,https://employment.en-japan.com/desc_1037130/?PK=34B282&arearoute=1,本社：京都府京都市右京区太秦川所町7-100,採用担当,075-871-3623,
岩本石油株式会社,http://www.iw-group.co.jp/company/01/,https://employment.en-japan.com/desc_1037771/?PK=34B282&arearoute=1,本社│〒640-8287　和歌山県和歌山市築港3-6,採用担当,073-423-3202,
株式会社ケーシン,https://ke-shin.com/,https://employment.en-japan.com/desc_1038050/?PK=34B282&arearoute=1,【本社】/神奈川県川崎市幸区戸手本町1-134-5,採用担当,044-533-1235,
松井鋼材株式会社,http://www.matsuikozai.com/index.html,https://employment.en-japan.com/desc_1039374/?PK=34B282&arearoute=1,【大阪本社】/〒550-0021/大阪府大阪市西区川口4丁目10-11,採用担当,06-6581-4086(総務直通),
生活協同組合生活クラブ京都エル・コープ,https://kyoto.seikatsuclub.coop/index.html,https://employment.en-japan.com/desc_1039391/?PK=34B282&arearoute=1,【西センター（本部）】/〒601-8212/京都市南区久世上久世町161,採用担当,075-934-7371,
つばめタクシーグループ,https://tsubametaxi-yamato.com/,https://employment.en-japan.com/desc_1040027/?PK=34B282&arearoute=1,※今回のつばめタクシーグループの合同募集の応募受付は、中央交通株式会社が行ないます。//■中央交通株式会社/〒453-0028/愛知県名古屋市中村区寿町3,つばめタクシーグループ　採用担当,0120-286-314,
株式会社さいとう住宅設備,http://www.saitou-js.com/,https://employment.en-japan.com/desc_1040081/?PK=34B282&arearoute=1,■本社/〒036-0203　青森県平川市南田中村内9-7,採用担当,0172-78-1042,
SP興業株式会社,https://www.spkougyou.com/,https://employment.en-japan.com/desc_1040110/?PK=34B282&arearoute=1,＜本社＞/〒478-0001 愛知県知多市八幡字南大平地6-16,採用担当,0562-57-6855,
東名開発株式会社,http://www.tomeikaihatu.co.jp/,https://employment.en-japan.com/desc_1040118/?PK=34B282&arearoute=1,■本社/〒462-0825/愛知県名古屋市北区大曽根2-1-1,採用担当,052-915-1081,
有限会社B-Line.,,https://employment.en-japan.com/desc_1040173/?PK=34B282&arearoute=1,【本社】/〒733-0842/広島県広島市西区井口5-6-4,採用担当,082-270-3666,
東大阪ライン工業株式会社,http://www.ho-line.com/,https://employment.en-japan.com/desc_1040177/?PK=34B282&arearoute=1,【本社】/〒578-0945/大阪府東大阪市若江北町2丁目14-24,採用担当,06-6724-1588,
株式会社光設備,http://www.akarisetubi.co.jp,https://employment.en-japan.com/desc_1040267/?PK=34B282&arearoute=1,【本社】/〒496-0005/愛知県津島市神守町下町131-1,採用担当,052-485-7567,
株式会社興・辰,http://www.kk-koshin.co.jp/,https://employment.en-japan.com/desc_1040314/?PK=34B282&arearoute=1,〒158-0087　/東京都世田谷区玉堤2-8-9,採用担当　栗城,03-3702-0340,
株式会社SANSEI工業,,https://employment.en-japan.com/desc_1040373/?PK=34B282&arearoute=1,本社／大阪府門真市島頭2-10-11,採用担当,072-814-9101　※お問い合わせは、携帯電話080-4762-4763(採用担当宛)までお願いします。,
株式会社Daiko Communications,http://www.daiko-tk.com,https://employment.en-japan.com/desc_1040461/?PK=34B282&arearoute=1,＜本社オフィス＞/〒175-0091/東京都板橋区三園2-4-2,三富,03-5968-5677,
フジアルテ株式会社,https://www.fujiarte.co.jp,https://employment.en-japan.com/desc_1040505/?PK=34B282&arearoute=1,【滋賀営業所】/〒525-0032　滋賀県草津市大路1-8-1 南洋軒ビル4階,採用担当,077-574-8322,
株式会社大日本精工,,https://employment.en-japan.com/desc_1040521/?PK=34B282&arearoute=1,〒523-0894/滋賀県近江八幡市中村町13-6,採用担当,0748-32-1122,
山口電気工事株式会社,http://yamaguchi-d-k.co.jp/,https://employment.en-japan.com/desc_1041041/?PK=34B282&arearoute=1,【本社】/〒660-0064/兵庫県尼崎市稲葉荘1-13-5,採用担当,06-6416-7441,
ロジスネクスト東京株式会社,,https://employment.en-japan.com/desc_1041091/?PK=AFAC77&arearoute=1,【本社】/〒143-0006/東京都大田区平和島6-1-1　東京流通センタービル9F,採用担当,03-3767-3381,
生活協同組合コープこうべ,https://www.kobe.coop.or.jp/,https://employment.en-japan.com/desc_1041145/?PK=AFAC77&arearoute=1,〒658-8555/神戸市東灘区住吉本町1-3-19,組織管理部人事・労政　地域担当採用係,078-856-1321,
株式会社ゲートオンロジスティクス,http://gate-on.co.jp,https://employment.en-japan.com/desc_1041279/?PK=AFAC77&arearoute=1,本社／〒335-0021 埼玉県戸田市新曽1662,関口,048-430-0010,
トーシンケミテック株式会社,https://tim-tc.jp/,https://employment.en-japan.com/desc_1041289/?PK=AFAC77&arearoute=1,本社工場／大阪府堺市西区築港浜寺西町13-13,採用担当,072-268-0345,
株式会社ワイシーティー,http://yct-office.co.jp/,https://employment.en-japan.com/desc_1041323/?PK=AFAC77&arearoute=1,【本社】/〒359-0002/埼玉県所沢市中富116-1,採用担当,04-2946-9277,
アートテクノ株式会社,http://www.art-techno.net,https://employment.en-japan.com/desc_1041651/?PK=AFAC77&arearoute=1,【本社】/〒184-0003/東京都小金井市緑町5-16-25　2階,採用担当,042-383-0753,
株式会社アビリーブ,http://www.abelieve.co.jp,https://employment.en-japan.com/desc_1041795/?PK=AFAC77&arearoute=1,【本社】/〒810-0012/福岡県福岡市中央区白金2-12-1  2F,採用係　宛,092-533-0330,
株式会社エンドレス,http://www.taniya.co.jp/endless/,https://employment.en-japan.com/desc_1042076/?PK=AFAC77&arearoute=1,本社／福岡県直方市神正町3-32,採用担当,0949-24-7803(代表),
名古屋急送株式会社,http://www.meiq.co.jp/nagoyakyusou/,https://employment.en-japan.com/desc_1042144/?PK=AFAC77&arearoute=1,【広川営業所（営業本部事務所）】/〒454-0027/愛知県名古屋市中川区広川町3-1,採用担当,052-352-2171,
株式会社ウイルテック,https://www.willtec.jp,https://employment.en-japan.com/desc_1042155/?PK=AFAC77&arearoute=1,【大阪キャリア開発センター】/〒530-0015/大阪府大阪市北区中崎西2-4-12　梅田センタービル 3F,採用担当,0120-596-788,
株式会社オバタ,http://www.kk-obata.com/,https://employment.en-japan.com/desc_1042216/?PK=AFAC77&arearoute=1,【本社】/〒171-0043　/東京都豊島区要町2-14-18,採用担当,03-3955-8886,
ダイセー倉庫運輸株式会社,http://www.ddaisei.co.jp/,https://employment.en-japan.com/desc_1042253/?PK=AFAC77&arearoute=1,〒485-0084/愛知県小牧市大字入鹿出新田字新道900,採用担当,0568-72-7221(代表),
株式会社三友ファスニング,http://www.sanyu-3u.co.jp/inquiry.html,https://employment.en-japan.com/desc_1042377/?PK=AFAC77&arearoute=1,〒234-0051｜横浜市港南区日野5-30-20,045-847-1578,,
名正運輸株式会社,http://www.meisho-unyu.co.jp/,https://employment.en-japan.com/desc_1042524/?PK=AFAC77&arearoute=1,■本社/愛知県海部郡飛島村大宝7-60,採用担当,0120-873-064,
東亜テックス株式会社,http://www.toatecs.co.jp,https://employment.en-japan.com/desc_1042571/?PK=AFAC77&arearoute=1,本社／〒210-0866 神奈川県川崎市川崎区水江町3-1,採用担当,044-288-1611,
株式会社エーネット,http://www.ax-net.co.jp/,https://employment.en-japan.com/desc_1037484/?PK=AFAC77&arearoute=1,〒120-0015/東京都足立区足立2-40-16 コムロビル8F,採用担当,03-3848-7466,
株式会社トーサイ,https://www.tosai.jp,https://employment.en-japan.com/desc_1037913/?PK=AFAC77&arearoute=1,【本社】/〒341-0024/埼玉県三郷市三郷3-16-2 ヒューマンビル2F,採用担当,0120-34-1031,soumu@tosai.co.jp
谷川工業株式会社,http://tkcorp.jp/,https://employment.en-japan.com/desc_1037928/?PK=AFAC77&arearoute=1,本社／〒544-0032/大阪府大阪市生野区中川西2-5-22,採用担当,06-6712-7667,
株式会社四門,http://www.simmon.co.jp,https://employment.en-japan.com/desc_1037963/?PK=AFAC77&arearoute=1,【水道橋本社】/〒101-0061/東京都千代田区三崎町2-4-1 TUG-I ビル,採用担当,03-3265-2857(代表),
コア工業株式会社,http://www.koakogyo.co.jp/index.html,https://employment.en-japan.com/desc_1037969/?PK=AFAC77&arearoute=1,本社／〒359-0021　/埼玉県所沢市東所沢2-28-17 コアビルII,採用担当,04-2945-5666,
株式会社pump up,https://pumpup.co.jp/,https://employment.en-japan.com/desc_1039776/?PK=AFAC77&arearoute=1,＜本社＞/〒141-0031/東京都品川区西五反田8-1-1 はじめのびる1階,採用担当,0120-99-4337,
株式会社エコ・エイト,http://www.eco-eight.co.jp/,https://employment.en-japan.com/desc_1039983/?PK=AFAC77&arearoute=1,【本社】〒157-0071/東京都世田谷区千歳台3-16-15,採用担当,03-3482-8008 (業務部),
株式会社JIN,http://jin-paint.com/,https://employment.en-japan.com/desc_1040085/?PK=AFAC77&arearoute=1,■本社／神奈川県横浜市戸塚区秋葉町553-9,採用担当,045-443-6174,
株式会社グランパス,,https://employment.en-japan.com/desc_1040128/?PK=AFAC77&arearoute=1,愛知県名古屋市港区畑中2丁目421番地,採用担当　金岡,052-655-5535,
株式会社ワイズ,http://www.wise-co-net.com/,https://employment.en-japan.com/desc_1040546/?PK=AFAC77&arearoute=1,【本社】/〒334-0057/埼玉県川口市安行原822,採用担当,048-290-1650,
株式会社三洪エンタープライズ,https://www.sankoetp.co.jp/,https://employment.en-japan.com/desc_1040694/?PK=AFAC77&arearoute=1,【本社】/〒339-0027/埼玉県さいたま市岩槻区大字尾ヶ崎454-3,採用担当,048-791-1606,
