企業情報_1_名前,企業情報_2_サイト,企業情報_3_求人サイト企業情報,連絡先_1_住所,連絡先_2,連絡先_3,連絡先_4
株式会社福田商店,,https://employment.en-japan.com/desc_1042436/?PK=85820B&arearoute=1,【本社】/〒654-0023/兵庫県神戸市須磨区戎町3-1-22,採用担当,078-732-3601,
株式会社パイオラックスメディカルデバイス 横浜事業所,http://www.piolax-md.co.jp/,https://employment.en-japan.com/desc_1038077/?PK=85820B&arearoute=1,〒245-0053/横浜市戸塚区上矢部町2265-3,採用担当,045-517-9730,
クレシオ株式会社,http://www.creatiocorp.jp/,https://employment.en-japan.com/desc_1039460/?PK=85820B&arearoute=1,本社／〒111-0051　東京都台東区蔵前3-1-10　蔵前セントラルビル7F,採用担当,03-5833-9040,
株式会社モリトク,http://www.moritoku.jp/,https://employment.en-japan.com/desc_1039684/?PK=85820B&arearoute=1,【本社】/〒578-0911/大阪府東大阪市中新開1-14-36,採用担当,072-962-1313,
住友化学株式会社（東証一部上場）,https://www.sumitomo-chem.co.jp/,https://employment.en-japan.com/desc_1040675/?PK=85820B&arearoute=1,東京都新宿区西新宿6-5-1新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
住友化学株式会社（東証一部上場）,https://www.sumitomo-chem.co.jp/,https://employment.en-japan.com/desc_1040676/?PK=85820B&arearoute=1,東京都新宿区西新宿6-5-1新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
カンロ株式会社（東証二部上場）,https://www.kanro.co.jp/,https://employment.en-japan.com/desc_1040892/?PK=85820B&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
株式会社ジエー・シー・シー,,https://employment.en-japan.com/desc_1041959/?PK=85820B&arearoute=1,本社／〒230-0054　神奈川県横浜市鶴見区大黒ふ頭6,梅田,045-521-6537,
日研トータルソーシング株式会社,https://nikken-career.jp,https://employment.en-japan.com/desc_1039221/?PK=85820B&arearoute=1,【本社】〒144-0051/東京都大田区西蒲田7-23-3　日研第一ビル,採用担当,0120-45-7207,
山川産業株式会社,http://www.yks-net.co.jp,https://employment.en-japan.com/desc_1041728/?PK=85820B&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
株式会社オールハーツ・カンパニー,http://www.heart-bread.com,https://employment.en-japan.com/desc_1040957/?PK=85820B&arearoute=1,＜本社＞/〒460-0008/愛知県名古屋市中区栄2-4-18　岡谷鋼機ビル1F,採用担当,052-218-4805,
株式会社藤屋,http://www.fujiya-inc.co.jp/,https://employment.en-japan.com/desc_1039688/?PK=85820B&arearoute=1,〒136-0082 /東京都江東区新木場4-6-9,採用担当,03-3522-2212,
ARC株式会社,http://www.arc.jp/,https://employment.en-japan.com/desc_1039800/?PK=85820B&arearoute=1,【本社】/〒492-8502 愛知県稲沢市陸田一里山町53番地,採用担当,0587-21-2231,
株式会社秀幸,http://syukoh.co.jp/,https://employment.en-japan.com/desc_1039808/?PK=85820B&arearoute=1,＜本社＞/〒462-0017/愛知県名古屋市北区落合町270番地,採用担当,052-902-8055,
株式会社アテニア,http://www.fancl.jp/about/group/,https://employment.en-japan.com/desc_1040745/?PK=85820B&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　アテニア採用事務局,sss-info@en-japan.com,
サンエイ糖化株式会社,http://www.sanei-toka.co.jp,https://employment.en-japan.com/desc_1040120/?PK=85820B&arearoute=1,【本社】/〒478-8503/愛知県知多市北浜町24-5,採用担当,0562-55-5111,
日研トータルソーシング株式会社,https://nikken-career.jp,https://employment.en-japan.com/desc_1035346/?PK=85820B&arearoute=1,【本社】〒144-0051/東京都大田区西蒲田7-23-3　日研第一ビル,採用担当,0120-45-7207,
公益財団法人高輝度光科学研究センター,http://www.jasri.jp/,https://employment.en-japan.com/desc_1037731/?PK=85820B&arearoute=1,〒679-5198/兵庫県佐用郡佐用町光都1-1-1,研究支援部総務人事課　採用担当,0791-58-0951,
株式会社ライフドリンクカンパニー,https://www.ld-company.com/,https://employment.en-japan.com/desc_1041446/?PK=85820B&arearoute=1,【本社】/〒530-0001/大阪府大阪市北区梅田3丁目3-10　梅田ダイビル10階,採用担当,ml-saiyo@ld-company.com,
株式会社ベジテック,https://www.vegetech.co.jp/,https://employment.en-japan.com/desc_1037975/?PK=85820B&arearoute=1,【本社】/〒216-0012 神奈川県川崎市宮前区水沢1-1-1,採用担当,044-789-5192,
株式会社すが野,https://www.sugano-foods.co.jp/,https://employment.en-japan.com/desc_1036937/?PK=85820B&arearoute=1,【本社】/〒321-0214/栃木県下都賀郡壬生町壬生甲3127,採用担当,0282-82-0074,
株式会社チップトップジャパン,http://www.tiptop-japan.co.jp,https://employment.en-japan.com/desc_1037761/?PK=85820B&arearoute=1,【本社】/〒452-0821/愛知県名古屋市西区上小田井2-338,採用担当,052-502-3500,
株式会社イーストナイン,https://east-nine.co.jp/,https://employment.en-japan.com/desc_1039196/?PK=85820B&arearoute=1,【本社】/〒164-0012/東京都中野区本町3-30-4 KDX中野坂上ビル4F,採用担当,048-261-1981,
AGC株式会社（東証一部上場）,https://www.agc.com/index.html,https://employment.en-japan.com/desc_1040294/?PK=85820B&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
AGC株式会社（東証一部上場）,https://www.agc.com/index.html,https://employment.en-japan.com/desc_1040296/?PK=85820B&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
AGC株式会社（東証一部上場）,https://www.agc.com/index.html,https://employment.en-japan.com/desc_1040297/?PK=85820B&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
AGC株式会社（東証一部上場）,https://www.agc.com/index.html,https://employment.en-japan.com/desc_1040298/?PK=85820B&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
ポリプラスチックス株式会社,https://www.polyplastics-global.com/jp/,https://employment.en-japan.com/desc_1040540/?PK=85820B&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
株式会社コメダ,http://www.komeda.co.jp/index.php,https://employment.en-japan.com/desc_1040584/?PK=85820B&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
小林製薬株式会社（東証一部上場）,https://www.kobayashi.co.jp/,https://employment.en-japan.com/desc_1040621/?PK=85820B&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
株式会社セムコーポレーション,http://www.cemco.jp,https://employment.en-japan.com/desc_1028346/?PK=85820B&arearoute=1,【本社】/〒113-8638　東京都文京区本駒込1-10-25,採用担当,03-3946-3335,
株式会社岩田レーベル,https://www.iwatalabel.co.jp/,https://employment.en-japan.com/desc_1040009/?PK=85820B&arearoute=1,〒491-0827/愛知県一宮市三ツ井5丁目15番18号,管理部　総務課　國本,0586-76-1611,
株式会社アルビオン,https://www.albion.co.jp/,https://employment.en-japan.com/desc_1040023/?PK=85820B&arearoute=1,東京都新宿区西新宿6-5-1新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
株式会社ジップ,https://www.zip-inc.co.jp/index.html,https://employment.en-japan.com/desc_1040390/?PK=85820B&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　ジップ採用事務局,sss-info@en-japan.com,
サントリービール株式会社,https://www.suntory.co.jp/company/group/beer/index.html,https://employment.en-japan.com/desc_1036854/?PK=85820B&arearoute=1,読み取り不可避エラー,,,
メディカルフォトニクス株式会社,https://med-photo.co.jp,https://employment.en-japan.com/desc_1038614/?PK=85820B&arearoute=1,〒004-0015　/札幌市厚別区下野幌テクノパーク1丁目1-10　203,採用担当,011-375-6427,
東菱薬品工業株式会社,https://tobishipharm.com/index.html,https://employment.en-japan.com/desc_1040213/?PK=85820B&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,enagent-info@en-japan.com,,
株式会社アドバンス,https://ad-vans.co.jp,https://employment.en-japan.com/desc_1036989/?PK=85820B&arearoute=1,【本社】/〒577-0836/大阪府東大阪市渋川町3-14-28,採用担当（田島）,代表番号：06-6720-2370／採用担当直通：070-1735-6710,
アイリスオーヤマ株式会社,https://www.irisohyama.co.jp/,https://employment.en-japan.com/desc_1039024/?PK=85820B&arearoute=1,＜角田I.T.P.／角田工場＞/〒981-1596/宮城県角田市小坂上小坂1番,採用担当,0120-25-3451,
WDB株式会社,https://www.wdb.co.jp/,https://employment.en-japan.com/desc_1039278/?PK=603127&arearoute=1,WDB株式会社　正社員型採用事務局/〒670-0964　兵庫県姫路市豊沢町79番地,採用担当,info-job@wdb.com,
株式会社秀幸,http://syukoh.co.jp/,https://employment.en-japan.com/desc_1038461/?PK=603127&arearoute=1,＜営業事務所＞/〒462-0018/名古屋市北区玄馬町224番地,採用担当,052-902-8055,
株式会社GSユアサ,https://www.gs-yuasa.com/jp/,https://employment.en-japan.com/desc_1038848/?PK=603127&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
株式会社微生物化学研究所,https://www.kyotobiken.co.jp/,https://employment.en-japan.com/desc_1038950/?PK=603127&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
株式会社微生物化学研究所,https://www.kyotobiken.co.jp/,https://employment.en-japan.com/desc_1038953/?PK=603127&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
万田発酵株式会社,http://www.manda.co.jp/,https://employment.en-japan.com/desc_1038955/?PK=603127&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
万田発酵株式会社,http://www.manda.co.jp/,https://employment.en-japan.com/desc_1038964/?PK=603127&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
株式会社一富士製麺所,https://ichifuji-net.com/,https://employment.en-japan.com/desc_1038977/?PK=603127&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
株式会社坂角総本舗,https://www.bankaku.co.jp/,https://employment.en-japan.com/desc_1038980/?PK=603127&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
株式会社椿本チエイン（東証一部上場）,http://www.tsubakimoto.jp/,https://employment.en-japan.com/desc_1038987/?PK=603127&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
株式会社典雅,https://tenga-group.com/,https://employment.en-japan.com/desc_1038116/?PK=603127&arearoute=1,〒108-0073/東京都港区三田1-7-1 パークコート麻布十番 ザ タワー2F,採用担当,03-5418-5590,
株式会社エムエスエフ,https://msf-s.co.jp/,https://employment.en-japan.com/desc_1035376/?PK=603127&arearoute=1,〒812-0029/福岡県福岡市博多区古門戸町7-12 MSFビル,採用担当 湯本,092-292-5550,
旭酒造株式会社,https://www.asahishuzo.ne.jp/,https://employment.en-japan.com/desc_1036303/?PK=603127&arearoute=1,【本社】/〒742-0422/山口県岩国市周東町獺越2167-4,採用担当,0827-86-0120,
株式会社キャメル珈琲,https://www.kaldi.co.jp/corporate/,https://employment.en-japan.com/desc_1036715/?PK=603127&arearoute=1,【株式会社キャメル珈琲 本社】/〒155-0033　東京都世田谷区代田2-31-8,株式会社キャメル珈琲 人事一部,03-5433-1030,
アドバンテック株式会社,https://www.advan-t.com/,https://employment.en-japan.com/desc_1038188/?PK=603127&arearoute=1,【東京支社】/〒163-0703/東京都新宿区西新宿2-7-1-3F,採用担当,jinji@advan-t.com,
株式会社テクノプロ テクノプロ・R&D社,https://www.technopro.com/rd/recruit/,https://employment.en-japan.com/desc_1033418/?PK=603127&arearoute=1,〒106-6135/東京都港区六本木6-10-1　六本木ヒルズ　森タワー35F,採用部　キャリア採用係,03-5410-1012,
エスティーティー株式会社,https://stt-inc.co.jp/,https://employment.en-japan.com/desc_1038124/?PK=603127&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
エスティーティー株式会社,https://stt-inc.co.jp/,https://employment.en-japan.com/desc_1038125/?PK=603127&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
株式会社椿本チエイン（東証一部上場）,http://www.tsubakimoto.jp/,https://employment.en-japan.com/desc_1038215/?PK=603127&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
日本ガイシ株式会社（東証一部上場）,http://www.ngk.co.jp,https://employment.en-japan.com/desc_1038697/?PK=603127&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
小林製薬株式会社（東証一部上場）,https://www.kobayashi.co.jp/,https://employment.en-japan.com/desc_1038704/?PK=603127&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
株式会社麦の穂,https://www.muginoho.com/,https://employment.en-japan.com/desc_1038819/?PK=603127&arearoute=1,■本社／〒530-0047　大阪市北区西天満3-13-20 ASビル2F,採用担当,06-6361-7000,
アイリスオーヤマ株式会社,https://www.irisohyama.co.jp/,https://employment.en-japan.com/desc_1039022/?PK=603127&arearoute=1,＜角田I.T.P.／角田工場＞/〒981-1596/宮城県角田市小坂上小坂1番,採用担当,0120-25-3451,
株式会社トライアングル,https://www.tryangle-cr.co.jp/,https://employment.en-japan.com/desc_1033007/?PK=603127&arearoute=1,〒160-0023/東京都新宿区西新宿3-2-4 新和ビルディング5階,採用担当,0120-565-314,
万田発酵株式会社,http://www.manda.co.jp/,https://employment.en-japan.com/desc_1038085/?PK=603127&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エ-ジェント,enagent-info@en-japan.com,
万田発酵株式会社,http://www.manda.co.jp/,https://employment.en-japan.com/desc_1038086/?PK=603127&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エ-ジェント,enagent-info@en-japan.com,
出光興産株式会社（東証一部上場）,http://www.idemitsu.co.jp/,https://employment.en-japan.com/desc_1038707/?PK=603127&arearoute=1,東京都新宿区西新宿6-5-1新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
タピルス株式会社,http://www.tapyrus.co.jp/,https://employment.en-japan.com/desc_1032207/?PK=603127&arearoute=1,【伊勢原工場】/〒259-1146 神奈川県伊勢原市鈴川18番地,開米（かいまい）,0463-94-4100,
バイオリンクスグループ（バイオリンクス株式会社）（メディカルリンク株式会社）（フジテックス株式会社）,http://www.biolinks.jp/,https://employment.en-japan.com/desc_1037534/?PK=603127&arearoute=1,今回のバイオリンクスグループの合同募集の応募受付は、バイオリンクス株式会社が行ないます。//〒224-0065/神奈川県横浜市都筑区高山18-6,採用担当,045-941-0791,
フレンズパン協業組合,,https://employment.en-japan.com/desc_1036521/?PK=603127&arearoute=1,＜本社／大府工場＞/〒474-0011 /愛知県大府市横根町大猿尾100-1,採用担当　林,0562-47-8222,
株式会社クラウン・パッケージ,http://www.crown-grp.co.jp/,https://employment.en-japan.com/desc_1037247/?PK=603127&arearoute=1,【本社】/〒485-8654/愛知県小牧市小針3-67,片桐,0568-76-4527,
株式会社平山,http://iot-hirayama.com/,https://employment.en-japan.com/desc_1037498/?PK=603127&arearoute=1,宇都宮支店／宇都宮市東宿郷3-1-8 大福ビル201,採用担当,0120-516-745,
武蔵野グループ,http://www.ms-net.co.jp,https://employment.en-japan.com/desc_1037436/?PK=603127&arearoute=1,今回の武蔵野グループの合同募集の応募受付は、株式会社武蔵野ホールディングスが行ないます。//◆（株）武蔵野ホールディングス本社/〒351-0034　埼玉県朝霞市西原1-1-1 武蔵野ビル,総務部 採用担当,048-487-1111,
株式会社サンワーク,https://sunwork.jp,https://employment.en-japan.com/desc_1036832/?PK=603127&arearoute=1,東京都東大和市桜が丘2-207-2,採用担当,042-562-3111,
ペットリファインテクノロジー株式会社,http://www.prt.jp/,https://employment.en-japan.com/desc_1035925/?PK=603127&arearoute=1,〒210-0867/神奈川県川崎市川崎区扇町12-2,採用担当者,044-366-3200,
パーカーアサヒ株式会社,http://www.parker-asahi.co.jp/,https://employment.en-japan.com/desc_1035151/?PK=603127&arearoute=1,埼玉県深谷市北根15番地,採用担当,048-584-1111,
有限会社新宮ファーム,https://fujihashiya-shingu.com/,https://employment.en-japan.com/desc_1036249/?PK=603127&arearoute=1,株式会社藤橋商店/〒679-4315 /兵庫県たつの市新宮町井野原143番地,武田,0791-75-2651,
藤橋商店グループ,https://fsm.jp/,https://employment.en-japan.com/desc_1036258/?PK=603127&arearoute=1,今回の藤橋商店グループの合同募集の応募受付は、株式会社藤橋商店が行ないます。//株式会社藤橋商店/〒679-4315 兵庫県たつの市新宮町井野原143番地,武田,0791-75-2651,
株式会社Mizkan,http://www.mizkan.co.jp/company/,https://employment.en-japan.com/desc_1036355/?PK=603127&arearoute=1,■三木工場／〒673-1112　兵庫県三木市吉川町畑枝395-1,採用担当,0794-76-2311,
株式会社湖池屋,https://koike-ya.com/,https://employment.en-japan.com/desc_1036384/?PK=603127&arearoute=1,〒347-0063/埼玉県加須市久下1615,採用担当,0480-65-1064,
株式会社ケー・エー・シー,https://www.kacnet.co.jp,https://employment.en-japan.com/desc_1034996/?PK=603127&arearoute=1,【東京支社】/〒110-0005/東京都台東区上野1-4-4 藤井ビル3F,採用担当,03-5807-7161,
株式会社今里食品,http://www.imazato-foods.co.jp,https://employment.en-japan.com/desc_1031971/?PK=603127&arearoute=1,【宝塚工場（本社）】/〒665-0051/兵庫県宝塚市高司5丁目1番52号,採用担当,0797-76-3221,
キサイフーズ工業株式会社,,https://employment.en-japan.com/desc_1035605/?PK=603127&arearoute=1,埼玉県加須市戸崎308-6,採用担当,0480-73-2237,
太陽インキ製造株式会社,http://www.taiyoink.co.jp/,https://employment.en-japan.com/desc_1033241/?PK=603127&arearoute=1,本社／〒355-0215 埼玉県比企郡嵐山町大字平澤900,採用担当,0493-61-2711,
WDBココ株式会社,https://www.wdbcoco.com/,https://employment.en-japan.com/desc_1035555/?PK=603127&arearoute=1,【本社】/〒104-6127/東京都中央区晴海1-8-11 トリトンスクエアY棟27F,採用グループ　中途採用担当,03-5144-2255,
埼玉化工株式会社,http://www.saitama-kako.co.jp/index.htm,https://employment.en-japan.com/desc_1033087/?PK=603127&arearoute=1,本社／〒334-0013　埼玉県川口市南鳩ヶ谷3-19-12,採用担当,048-281-1341,
株式会社アールピーエム,https://www.rpmedical.co.jp/,https://employment.en-japan.com/desc_1035500/?PK=603127&arearoute=1,＜東京本社＞/〒160-0023/東京都新宿区西新宿3-2-4 新和ビルディング5階,採用担当,03-5325-5816,
株式会社松屋フーズ,http://www.matsuyafoods.co.jp/,https://employment.en-japan.com/desc_1034193/?PK=603127&arearoute=1,【本社】/〒180-0006/東京都武蔵野市中町1-14-5,井川・寺島,0422-38-1205,
株式会社アサヒL&C,https://www.hurxley.co.jp/group/,https://employment.en-japan.com/desc_1031774/?PK=603127&arearoute=1,【本社／尼崎流通センター】/〒660-0857/兵庫県尼崎市西向島町15-6,採用担当,06-6430-5983,
株式会社ヨーク（セブン＆アイ・ホールディングスグループ）,https://www.york-inc.com/company/,https://employment.en-japan.com/desc_1031728/?PK=E7B04A&arearoute=1,本社／東京都江東区青梅2-5-10　テレコムセンタービル西棟12階,株式会社ヨーク 採用担当,03-5520-9558,
野村産業株式会社,http://nomura-sangyo.co.jp/index.html,https://employment.en-japan.com/desc_1033064/?PK=E7B04A&arearoute=1,【本社・府中工場】/東京都府中市西原町1-13-3,佐藤,042-576-6131,
株式会社川崎食品,https://www.kawasakisyokuhin.jp/,https://employment.en-japan.com/desc_1027597/?PK=E7B04A&arearoute=1,〒842-0031 神埼郡吉野ヶ里町吉田2372-2/（受付時間／9：00～17：00）,採用担当,0952-51-1717,
甲南フードワークス株式会社	,,https://employment.en-japan.com/desc_1032689/?PK=E7B04A&arearoute=1,【本社】/〒658-0023/神戸市東灘区深江浜町41,採用担当,078-451-0957,
富士化学産業株式会社,https://www.fujichemi.com,https://employment.en-japan.com/desc_1031434/?PK=E7B04A&arearoute=1,【本社】〒577-0012 大阪府東大阪市長田東3-1-7,採用担当,06-6744-8800,
株式会社本田洋行,https://www.hondayoko.co.jp/,https://employment.en-japan.com/desc_1031114/?PK=E7B04A&arearoute=1,本社／愛媛県四国中央市金生町下分928-1,採用担当,0896-58-2412,
株式会社アイエフディ,,https://employment.en-japan.com/desc_1031315/?PK=E7B04A&arearoute=1,■本社／〒306-0624　茨城県坂東市矢作2614番地1,採用担当,0297-38-1251,
株式会社ミリオナ化粧品,http://milliona.jp/company/,https://employment.en-japan.com/desc_1024263/?PK=E7B04A&arearoute=1,■本社／大阪市北区梅田1丁目2番2-200 大阪駅前第2ビル2F,採用担当,06-6147-3367,
株式会社合食,https://corp.goshoku.co.jp/,https://employment.en-japan.com/desc_1027176/?PK=E7B04A&arearoute=1,【神戸本社】/〒652-0844/兵庫県神戸市兵庫区中之島1-1-1,採用担当,078-672-6530,
株式会社ポオトデリカトオカツ,http://www.portdelica.co.jp/,https://employment.en-japan.com/desc_1030290/?PK=E7B04A&arearoute=1,【本社】/〒658-0023/兵庫県神戸市東灘区深江浜町36-7,管理部　人事グループ　採用担当,078-453-5997,
株式会社ポオトデリカトオカツ,http://www.portdelica.co.jp/,https://employment.en-japan.com/desc_1030287/?PK=E7B04A&arearoute=1,【本社】/〒658-0023/兵庫県神戸市東灘区深江浜町36-7,担当管理部　人事グループ　採用担当,078-453-5997,
株式会社ユキオー,https://www.yukioo.co.jp,https://employment.en-japan.com/desc_1026226/?PK=E7B04A&arearoute=1,【本社・廣田工場】/〒601-8204　 /京都府京都市南区久世東土川町376-4,採用担当　岸本,075-922-2555,
