企業情報_1_名前,企業情報_2_サイト,企業情報_3_求人サイト企業情報,連絡先_1_住所,連絡先_2,連絡先_3,連絡先_4
レバレジーズ株式会社,https://leverages.jp/,https://employment.en-japan.com/desc_1042572/?PK=DF2D28&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
株式会社LegalForce,https://www.legalforce.co.jp/,https://employment.en-japan.com/desc_1042583/?PK=DF2D28&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
株式会社グミ,http://www.gumi.co.jp/,https://employment.en-japan.com/desc_1042710/?PK=DF2D28&arearoute=1,東京都新宿区西新宿6-5-1新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
株式会社メディカルリソース,https://www.medical-res.co.jp/,https://employment.en-japan.com/desc_1042721/?PK=DF2D28&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
株式会社ヨウジヤマモト,http://www.yohjiyamamoto.co.jp,https://employment.en-japan.com/desc_1042730/?PK=DF2D28&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
株式会社TOKYO BASE（東証一部上場）,http://www.tokyobase.co.jp/,https://employment.en-japan.com/desc_1042844/?PK=DF2D28&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
株式会社ワイズエンターテインメントファクトリー,https://www.ysenter.jp/,https://employment.en-japan.com/desc_1037870/?PK=DF2D28&arearoute=1,【本社】/〒107-0061 /東京都港区北青山3-1-6 316青山403号室,03-6822-3145,,
株式会社テレビマンユニオン,http://www.tvu.co.jp/,https://employment.en-japan.com/desc_1041272/?PK=DF2D28&arearoute=1,【本社】/〒150-0001/東京都渋谷区神宮前5-53-67　コスモス青山South棟,採用担当,03-6418-8730,
エルテック株式会社 サポートオフィス,http://www.elltech.co.jp/profile.html,https://employment.en-japan.com/desc_1042360/?PK=DF2D28&arearoute=1,サポートオフィス／東京都新宿区市谷台町11-1 服部ビル 3F,採用担当,03-3359-7761,
株式会社アイフリークGAMES,https://games.i-freek.co.jp,https://employment.en-japan.com/desc_1002726/?PK=DF2D28&arearoute=1,東京本社/〒104-0045/東京都中央区築地2-7-3 CAMEL築地2(旧:築地グラスゲート)2階,採用担当,03-6228-4444,
TOTO株式会社,https://jp.toto.com/,https://employment.en-japan.com/desc_1035723/?PK=DF2D28&arearoute=1,読み取り不可避エラー,,,
大本染工株式会社,http://www.omotosenko.com,https://employment.en-japan.com/desc_1039851/?PK=DF2D28&arearoute=1,■本社／京都市伏見区横大路千両松町201,採用担当,075-621-8881,
株式会社サンクネット,http://www.sanku.net/,https://employment.en-japan.com/desc_1040942/?PK=DF2D28&arearoute=1,【東京本社】/〒135-0042/東京都江東区木場1-3-1 MR木場ビル6F,採用担当,0120-039-847,
株式会社てぶらでどっとこむ,http://www.teburade.com,https://employment.en-japan.com/desc_1041253/?PK=DF2D28&arearoute=1,＜本社＞/〒812-0896/福岡県福岡市博多区東光寺町2-2-13,採用担当,092-406-1585,
株式会社ブルジュラ,https://brujula.jp/,https://employment.en-japan.com/desc_1041293/?PK=DF2D28&arearoute=1,〒 164-0001/東京都中野区中野5-68-2 中野中央ビル8F,採用担当,03-3388-1124,
Y&I Group株式会社,https://www.y-i-groupinc.jp/,https://employment.en-japan.com/desc_1041533/?PK=DF2D28&arearoute=1,〒102-0093/東京都千代田区平河町2-7-2　9F,採用担当,03-5797-7563,
株式会社アビリティーニッケン,http://www.abil.co.jp/,https://employment.en-japan.com/desc_1041778/?PK=DF2D28&arearoute=1,〒144-0051/本社／東京都大田区西蒲田7-8-3 日研第二ビル7F,採用担当,03-5744-7130,
株式会社エニグモ（東証一部上場）,http://www.enigmo.co.jp/,https://employment.en-japan.com/desc_1042402/?PK=DF2D28&arearoute=1,東京都新宿区西新宿6-5-1新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
株式会社メディカルリソース,https://www.medical-res.co.jp/,https://employment.en-japan.com/desc_1042720/?PK=DF2D28&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
フリュー株式会社（東証一部上場）,https://www.furyu.jp/,https://employment.en-japan.com/desc_1042834/?PK=DF2D28&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
株式会社プレミアム,http://www.0050.co.jp/,https://employment.en-japan.com/desc_1043136/?PK=DF2D28&arearoute=1,〒106-0031/東京都港区西麻布1-14-17 WAVE西麻布3F,採用担当,03-6625-5530,
株式会社グローバルネット,http://www.global-n.co.jp/index.php,https://employment.en-japan.com/desc_1039451/?PK=DF2D28&arearoute=1,【本社】/〒144-0052/東京都大田区蒲田4-40-5,採用担当,03-6424-9119(直通),
株式会社SHUKEN Re,https://shuken-renovation.jp/,https://employment.en-japan.com/desc_1041175/?PK=DF2D28&arearoute=1,※今回の応募受付は、関連会社の株式会社秀建が行ないます。//株式会社秀建／〒279-0002　千葉県浦安市北栄4-9-4,秀建グループ採用担当,047-706-1133,recruit@shuken.jp
株式会社サン・プロテック,http://www.purotec.co.jp/,https://employment.en-japan.com/desc_1036666/?PK=DF2D28&arearoute=1,＜本社＞/〒470-0373/愛知県豊田市四郷町山畑139番地28,採用担当　酒井,0565-44-0151(080-2658-4863)※携帯電話のほうがつながりやすいです。,
株式会社モストプランニング,http://www.most-planning.com/,https://employment.en-japan.com/desc_1038436/?PK=DF2D28&arearoute=1,東京都新宿区西新宿1-19-6 山手新宿ビル 11F,採用担当　飯島・武田,03-6455-4667,
株式会社アイダックデザイン,http://www.aidac.co.jp/,https://employment.en-japan.com/desc_1040061/?PK=DF2D28&arearoute=1,〒169-0075/東京都新宿区高田馬場4-40-17 Foresight高田馬場6F,採用担当,03-5338-9100,
株式会社キャット,http://catinc.co.jp/,https://employment.en-japan.com/desc_1040091/?PK=DF2D28&arearoute=1,〒151-0051/東京都渋谷区千駄ヶ谷1丁目19-8,代表取締役　柳澤,03-5772-5931,
株式会社FORDELソリューションズ,http://fordel.jp,https://employment.en-japan.com/desc_1040248/?PK=DF2D28&arearoute=1,【福岡本社】/〒810-0001/福岡県福岡市中央区天神3-10-1 天神源氏ビル4F,今西・関谷,092-791-3322,
株式会社Hide&Seek,https://www.hideandseek.co.jp/,https://employment.en-japan.com/desc_1040689/?PK=DF2D28&arearoute=1,【本社】/福岡県福岡市中央区薬院1-5-6ハイヒルズ7F,井上,092-791-1068,
株式会社Hide&Seek,https://www.hideandseek.co.jp/,https://employment.en-japan.com/desc_1040692/?PK=DF2D28&arearoute=1,福岡県福岡市中央区薬院1-5-6 ハイヒルズ7F,井上,092-791-1068,
株式会社ブラス（東証・名証一部上場）,https://www.brass.ne.jp/,https://employment.en-japan.com/desc_1042167/?PK=DF2D28&arearoute=1,〒451-0045/愛知県名古屋市西区名駅2-34-1 エコールプラザ名駅ビル4F,石黒,052-562-1077,
株式会社iai,http://i-air.co.jp/,https://employment.en-japan.com/desc_1042238/?PK=DF2D28&arearoute=1,〒220-0011/神奈川県横浜市西区高島2丁目6-32　横浜東口ウィスポートビル15F,採用担当,045-595-9717,
サングローブ株式会社,https://www.sungrove.co.jp/,https://employment.en-japan.com/desc_1042258/?PK=DF2D28&arearoute=1,【東京本社】/〒160-0023/東京都新宿区西新宿6-24-1 西新宿三井ビルディング4F,採用担当,03-5990-5307,
株式会社アドライズ,https://www.adlize.com,https://employment.en-japan.com/desc_1042266/?PK=DF2D28&arearoute=1,【〒810-0001】/福岡市中央区天神1-15-32 天神MTビル7F,採用担当,092-732-5770,
株式会社日本流通産業新聞社,http://www.bci.co.jp,https://employment.en-japan.com/desc_1039505/?PK=DF2D28&arearoute=1,本社／〒103‐0026　/東京都中央区日本橋兜町11-11 ニッシンビル2F,採用担当,03-3361-5898,
株式会社HomePageShop,https://hp-shop.co.jp/,https://employment.en-japan.com/desc_1040107/?PK=DF2D28&arearoute=1,■本社：愛知県名古屋市天白区植田3丁目1507 レスカールＫ 3F Ｎ号室,採用担当,052-803-2125,
株式会社夕刊三重新聞社,http://www.yukanmie.com/,https://employment.en-japan.com/desc_1040855/?PK=DF2D28&arearoute=1,【本社】/〒515-0821/三重県松阪市外五曲町15,採用担当,0598-21-6113(代表),
株式会社サイゾー,https://cyzo.co.jp/,https://employment.en-japan.com/desc_1040872/?PK=DF2D28&arearoute=1,〒150-0043/東京都渋谷区道玄坂1-19-2　スプライン3F,採用担当,cyzo_d@cyzo.com,
STAY GOLD株式会社,http://www.stgold.jp,https://employment.en-japan.com/desc_1038555/?PK=DF2D28&arearoute=1,【本社】/〒150-0033/東京都渋谷区猿楽町2-7 シャトウソフィアSUN 102,採用担当,careers@stgold.jp,
株式会社リボルブ,http://www.revolve.co.jp,https://employment.en-japan.com/desc_1040249/?PK=FF4704&arearoute=1,【本社】東京都千代田区岩本町2-6-1 曙ビル2F,採用担当,03-5825-4521(代表),info@revolve.co.jp
株式会社日本シネ・サービス,http://www.japan-cine.com/index.html,https://employment.en-japan.com/desc_1031966/?PK=FF4704&arearoute=1,【本社】〒182-0033/東京都調布市富士見町4-27-1,採用担当,042-485-9010,
プリントス株式会社,http://www.printos.co.jp,https://employment.en-japan.com/desc_1040137/?PK=FF4704&arearoute=1,愛知県一宮市佐千原垣崎61,採用担当,0586-52-5077,
AJ・Flat株式会社,https://ajflat.co.jp/,https://employment.en-japan.com/desc_1040861/?PK=FF4704&arearoute=1,【本社】/〒460-0008/愛知県名古屋市中区栄2-2-1 広小路伏見中駒ビル6B,採用担当,052-228-7407,
株式会社フロンティア建築工房,https://www.frontier5566.com/company/,https://employment.en-japan.com/desc_1041038/?PK=FF4704&arearoute=1,■本店/大阪府守口市南寺方東通2丁目11-1,採用担当,06-6994-6601,
株式会社ブライダル産業新聞社,https://bridalnews.co.jp,https://employment.en-japan.com/desc_1042202/?PK=FF4704&arearoute=1,〒104-0061/東京都中央区銀座8-15-15　銀座原ビル4階,採用担当,03-6226-9577,
株式会社アドライズ,https://www.adlize.com,https://employment.en-japan.com/desc_1042267/?PK=FF4704&arearoute=1,【〒810-0001】/福岡市中央区天神1-15-32 天神MTビル7F,採用担当,092-732-5770,
オネストグループ,https://honest-inc.co.jp/group/,https://employment.en-japan.com/desc_996831/?PK=FF4704&arearoute=1,＜今回のオネストグループ合同募集のご応募受付は、株式会社オネストが行ないます＞/〒460-0008/愛知県名古屋市中区栄2-16-15,採用担当,052-232-9526,
H.R.I株式会社,http://www.hri-group.jp,https://employment.en-japan.com/desc_1040069/?PK=FF4704&arearoute=1,＜本社＞/〒169-0073/東京都新宿区百人町1-23-4 D-SQUARE Shinjuku1.2階,採用担当,03-5937-0107,
WEIWEIホールディングス株式会社,http://weiweiholdings.co.jp/,https://employment.en-japan.com/desc_1038916/?PK=FF4704&arearoute=1,■本社／福岡県福岡市中央区舞鶴1-1-8　孔ホーリーランド天神7F,採用担当,092-401-4039,
パーソルメディアスイッチ株式会社,https://www.persol-pt.co.jp/pmsw/index.html,https://employment.en-japan.com/desc_1039888/?PK=FF4704&arearoute=1,【本社オフィス】/〒101-0021/東京都千代田区外神田3-5-12 聖公会神田ビル7F,03-6385-7360,,
株式会社八光殿,http://hakkoden.co.jp/,https://employment.en-japan.com/desc_1040106/?PK=FF4704&arearoute=1,【本社】/〒581-0003/大阪府八尾市本町3-4-8,採用担当,072-924-0042,
エン・ジャパン株式会社（東証一部上場）,http://corp.en-japan.com,https://employment.en-japan.com/desc_1041645/?PK=FF4704&arearoute=1,〒163-1333/東京都新宿区西新宿6-5-1 新宿アイランドタワー33F//※選考に関するご連絡は、ご登録いただいているメールアドレスに差し上げます。/以下のアドレスからのメールを受信できるように設定の上、ご応募をお願い致します。,人財戦略室　中途採用担当,saiyou_creative_partners@en-japan.com,
株式会社アドテック,http://www.ad-tech.biz,https://employment.en-japan.com/desc_1039289/?PK=FF4704&arearoute=1,【本社】/〒803-0841/福岡県北九州市小倉北区清水3丁目13-38 第二東宝ビル2階,採用担当,093-571-1222,
株式会社コスモマキアー,http://www.cosmomachia.co.jp,https://employment.en-japan.com/desc_1039625/?PK=FF4704&arearoute=1,〒112-0004 東京都文京区後楽2-2-21 飯田橋I・Sビル 3F,採用担当,info@cosmomachia.co.jp,
株式会社全国賃貸住宅新聞社（亀岡大郎取材班グループ）,http://www.zenchin.com/,https://employment.en-japan.com/desc_1039815/?PK=FF4704&arearoute=1,《本社》/〒104-0061/東京都中央区銀座8-12-15 7F,採用担当,03-3543-6494,
株式会社hotarubi,https://hotarubi.co.jp/,https://employment.en-japan.com/desc_1040503/?PK=FF4704&arearoute=1,〒102-0074/東京都千代田区九段南2-3-26 井関ビル5階,採用担当,03-6261-5982,
NHN Fukuoka株式会社,http://www.nhn-fukuoka.com/,https://employment.en-japan.com/desc_1041092/?PK=FF4704&arearoute=1,〒812-0013/福岡県福岡市博多区博多駅東2-13-34　エコービル3階,採用担当,fk.recruit@nhn-fukuoka.com,
コニカミノルタ株式会社（東証一部上場）,https://www.konicaminolta.com,https://employment.en-japan.com/desc_1041352/?PK=FF4704&arearoute=1,東京都新宿区西新宿6-5-1新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
MARK STYLER株式会社,https://www.mark-styler.co.jp/,https://employment.en-japan.com/desc_1041627/?PK=FF4704&arearoute=1,東京都新宿区西新宿6-5-1新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
シェアリングテクノロジー株式会社（東証マザーズ上場）,https://www.sharing-tech.jp/,https://employment.en-japan.com/desc_1041654/?PK=FF4704&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
アーキテックス株式会社,https://architex.jp,https://employment.en-japan.com/desc_1041657/?PK=FF4704&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
株式会社アカツキ福岡,https://fukuoka.aktsk.jp/,https://employment.en-japan.com/desc_1041659/?PK=FF4704&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
株式会社バンダイ,http://www.bandai.co.jp/recruit/,https://employment.en-japan.com/desc_1041699/?PK=FF4704&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
株式会社メディカルリソース,https://www.medical-res.co.jp/,https://employment.en-japan.com/desc_1041702/?PK=FF4704&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
株式会社メディカル・プリンシプル社,https://www.medical-principle.co.jp/company/profile.html,https://employment.en-japan.com/desc_1041706/?PK=FF4704&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
タメニー株式会社（東証マザーズ上場）,https://tameny.jp/,https://employment.en-japan.com/desc_1041821/?PK=FF4704&arearoute=1,東京都新宿区西新宿6-5-1新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
株式会社医薬経済社,https://risfax.co.jp/,https://employment.en-japan.com/desc_1039568/?PK=FF4704&arearoute=1,【本社】/〒103-0023/東京都中央区日本橋本町4丁目8番15号 ネオカワイビル8階,採用担当,03-5204-9070,
株式会社リブインコンフォート,http://www.liveincomfort.co.jp,https://employment.en-japan.com/desc_1041971/?PK=FF4704&arearoute=1,■本社/〒162-0065/東京都新宿区住吉町8-6　野村ビルディング曙橋3F,採用担当,03-5925-8791,
株式会社夢テクノロジー,https://www.yumeteku.jp/,https://employment.en-japan.com/desc_1035996/?PK=FF4704&arearoute=1,■採用プラザ 夢らぼ（東京）/〒101-0022/東京都千代田区神田練塀町300番地　住友不動産秋葉原駅前ビル 5F//◎LINEでのご連絡も受け付けています！　/LINE ID／saiyou@yumeteku/LINE登録用アドレス／https://works.do/R/ti/p/saiyou@yumeteku,採用担当,03-6670-3972,
ウェブソア株式会社,http://webthor.jp/,https://employment.en-japan.com/desc_1036105/?PK=FF4704&arearoute=1,〒150-0002/東京都渋谷区渋谷3-27-11 祐真ビル本館8F,採用担当,03-5774-4545,
レンティオ株式会社,http://www.rentio.co.jp/,https://employment.en-japan.com/desc_1038761/?PK=FF4704&arearoute=1,〒140‐0002 東京都品川区東品川3‐31‐8 東品川ビルディング4F,採用担当,050-5358-8074,
株式会社J-オイルミルズ（東証一部上場）,https://www.j-oil.com/,https://employment.en-japan.com/desc_1041252/?PK=FF4704&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
オフィスカラーズ株式会社,http://www.o-colors.com,https://employment.en-japan.com/desc_1041454/?PK=FF4704&arearoute=1,〒108-0074　東京都港区高輪2-12-13 レジデンス高輪1F,田代（女性） ※男性・女性どちらもいます。,03-3441-6201,
飯島興産株式会社,,https://employment.en-japan.com/desc_1041512/?PK=FF4704&arearoute=1,〒494-0012/愛知県一宮市明地字井之内3-2,採用担当,0586-67-3100,
MARK STYLER株式会社,https://www.mark-styler.co.jp/,https://employment.en-japan.com/desc_1041630/?PK=FF4704&arearoute=1,東京都新宿区西新宿6-5-1新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
タメニー株式会社（東証マザーズ上場）,https://tameny.jp/,https://employment.en-japan.com/desc_1041820/?PK=FF4704&arearoute=1,東京都新宿区西新宿6-5-1新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
株式会社ウィンキューブホールディングス,https://win-cube-holdings.co.jp/,https://employment.en-japan.com/desc_1041881/?PK=FF4704&arearoute=1,【本社】/〒160-0023/東京都新宿区西新宿1-21-1　明宝ビル4F,採用担当,050-3627-6931,
株式会社Jackery Japan,https://www.jackery.jp/,https://employment.en-japan.com/desc_1041903/?PK=FF4704&arearoute=1,〒151-0053/東京都渋谷区代々木一丁目55番14号 セントヒルズ代々木701号室,水嶋,03-6315-4822,
株式会社light style luxs,http://ls-luxs.com/,https://employment.en-japan.com/desc_1039126/?PK=FF4704&arearoute=1,〒542-0081/大阪府大阪市中央区南船場4-7-6 心斎橋中央ビル3F-A室,採用担当,06-6245-6920,
株式会社Maclogic,https://www.maclogic.co.jp,https://employment.en-japan.com/desc_1039254/?PK=FF4704&arearoute=1,【本社】/〒810-0001/福岡県福岡市中央区天神3-2-22 河村天神荘ビル4F,採用担当,092-791-3857,
バークレイグローバルコンサルティング&インターネット株式会社,http://www.barclay-global.com,https://employment.en-japan.com/desc_1039805/?PK=FF4704&arearoute=1,◆本社/〒160-0023/東京都新宿区西新宿3-1-5 新宿嘉泉ビル9階//※営業目的の電話はご遠慮ください。,本社採用係,03-6302-0029,
株式会社ベステート,http://www.besteight.co.jp/,https://employment.en-japan.com/desc_1040757/?PK=FF4704&arearoute=1,〒141-0031　/東京都品川区西五反田3-7-14　三信ビル5F,採用担当,03-3491-1490,
エン・ジャパン株式会社（東証一部上場）,http://corp.en-japan.com,https://employment.en-japan.com/desc_1038798/?PK=FF4704&arearoute=1,〒163-1333/東京都新宿区西新宿6-5-1 新宿アイランドタワー 33F,人財戦略室　中途採用担当,03-3342-6307,
株式会社創英,http://www.souei.jp/,https://employment.en-japan.com/desc_1037904/?PK=FF4704&arearoute=1,【本社】/〒141-0031/東京都品川区西五反田1-31-1　日本生命五反田ビル5階,採用担当,03-5759-5080,
株式会社ニケール,http://nichel.co.jp,https://employment.en-japan.com/desc_1039830/?PK=FF4704&arearoute=1,〒103-0005/東京都中央区日本橋久松町11-8 CITY PRIME日本橋3階,採用担当,03-3527-2003,
株式会社LAKA,https://laka.co.jp/,https://employment.en-japan.com/desc_1039908/?PK=FF4704&arearoute=1,本社／〒211-0063　神奈川県川崎市中原区小杉町3丁目600番　Kosugi 3rd Avenue MID POINT 1F 1-01,田島,044-328-5671,
株式会社HomePageShop,https://hp-shop.co.jp/,https://employment.en-japan.com/desc_1040250/?PK=FF4704&arearoute=1,■本社：愛知県名古屋市天白区植田3丁目1507 レスカールＫ 3F Ｎ号室,採用担当,052-803-2125,
合同会社DMM.com,https://dmm-corp.com/,https://employment.en-japan.com/desc_1040705/?PK=FF4704&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
株式会社水野プロダクション,http://www.mizunopro.co.jp/,https://employment.en-japan.com/desc_1040769/?PK=1B182C&arearoute=1,〒111-0042/東京都台東区寿4-15-7 三井住友海上浅草寿町ビル3F,有井,03-3843-6881,soumu@mizunopro.co.jp
ソニー株式会社（東証一部上場）,http://www.sony.co.jp/,https://employment.en-japan.com/desc_1040866/?PK=1B182C&arearoute=1,東京都新宿区西新宿6-5-1新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
タンスのゲン株式会社,https://tansu-gen.co.jp/,https://employment.en-japan.com/desc_1040956/?PK=1B182C&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
株式会社ネクストビート,https://www.nextbeat.co.jp/,https://employment.en-japan.com/desc_1041087/?PK=1B182C&arearoute=1,東京都新宿区西新宿6-5-1新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
株式会社ネクストビート,https://www.nextbeat.co.jp/,https://employment.en-japan.com/desc_1041089/?PK=1B182C&arearoute=1,東京都新宿区西新宿6-5-1新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
株式会社デンソーウェーブ,https://www.denso-wave.com/ja/,https://employment.en-japan.com/desc_1041134/?PK=1B182C&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
株式会社ブシロード（東証マザーズ上場）,http://bushiroad.com/,https://employment.en-japan.com/desc_1041224/?PK=1B182C&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
岡本株式会社 本社,http://www.okamotogroup.com,https://employment.en-japan.com/desc_1041361/?PK=1B182C&arearoute=1,【本社】/〒550-0005/大阪府大阪市西区西本町1-11-9,採用担当,06-6539-1561／090-9850-4801,
LINE株式会社,https://linecorp.com,https://employment.en-japan.com/desc_1014334/?PK=1B182C&arearoute=1,〒160-0022/東京都新宿区新宿4-1-6　JR新宿ミライナタワー23F,採用担当,dl_hrs_saiyo@linecorp.com,
株式会社ライトマネジメント,http://lightmodels.net/,https://employment.en-japan.com/desc_1039166/?PK=1B182C&arearoute=1,東京オフィス／〒150-0001 東京都渋谷区神宮前3-25-18THE SHARE215,宮本 明子,03-6459-2215,
株式会社ブラスデザイン,http://brass-design.com/,https://employment.en-japan.com/desc_1039585/?PK=1B182C&arearoute=1,本社／東京都渋谷区恵比寿2-17-23,採用担当,03-6770-7440,
グロースアンドコミュニケーションズ株式会社,https://growth-and.com/,https://employment.en-japan.com/desc_1023120/?PK=1B182C&arearoute=1,〒107-0052/東京都港区赤坂2-20-4 DAM赤坂ビル,採用担当,03-5575-5960,
株式会社シン・クルーズ,https://www.sincrews.com/,https://employment.en-japan.com/desc_1030136/?PK=1B182C&arearoute=1,〒160-0022/東京都新宿区新宿6-29-11/新宿イーストクロスタワー6F,採用担当,03-6278-9055,
マニカホーム株式会社,http://www.manika-home.jp/,https://employment.en-japan.com/desc_1039214/?PK=1B182C&arearoute=1,＜徳重ショールーム＞/〒458-0003/愛知県名古屋市緑区黒沢台5-1212,採用担当,052-879-5682,
株式会社DE-SIGNグループ,https://www.de-sign-group.jp/,https://employment.en-japan.com/desc_1039627/?PK=1B182C&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
株式会社WILFATH,https://www.wilfath.com/,https://employment.en-japan.com/desc_1039831/?PK=1B182C&arearoute=1,〒810-0001/福岡県福岡市中央区天神5丁目3-11,採用担当,092-737-8870,
シェアリングテクノロジー株式会社（東証マザーズ上場）,https://www.sharing-tech.jp/,https://employment.en-japan.com/desc_1040862/?PK=1B182C&arearoute=1,東京都新宿区西新宿6-5-1新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
株式会社マイホーム,https://www.c21-myhome.com/,https://employment.en-japan.com/desc_1041049/?PK=1B182C&arearoute=1,〒220-0004　/神奈川県横浜市西区北幸2-8-4　横浜西口KNビル1Ｆ,採用担当,045-320-0021,
