企業情報_1_名前,企業情報_2_サイト,企業情報_3_求人サイト企業情報,連絡先_1_住所,連絡先_2,連絡先_3,連絡先_4
極東証券株式会社（東証一部上場）,http://www.kyokuto-sec.co.jp/,https://employment.en-japan.com/desc_1042891/?PK=711EF7&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
株式会社オープンハウス・ディベロップメント,https://ohd.openhouse-group.com/,https://employment.en-japan.com/desc_1042901/?PK=711EF7&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　オープンハウス・ディベロップメント採用事務局,sss-info@en-japan.com,
株式会社西武開発,https://www.seibu-k.co.jp/,https://employment.en-japan.com/desc_1040253/?PK=711EF7&arearoute=1,＜本社＞/〒359-1142/埼玉県所沢市上新井4-78-25,経営企画室,04-2903-0808,recruit@seibu-k.co.jp
AIG損害保険株式会社,https://www.aig.co.jp/sonpo,https://employment.en-japan.com/desc_1017459/?PK=711EF7&arearoute=1,〒105-8602/東京都港区虎ノ門4-3-20　神谷町MTビル/※採用に関するお問い合わせはメールにてお願い致します。/電話によるお問い合わせは受け付けておりません。,ICA社員採用担当係,aig-ica@aig.co.jp,
ECO信頼サービス株式会社,http://eco-shinrai-service.com/recruitment-video/,https://employment.en-japan.com/desc_1024790/?PK=711EF7&arearoute=1,〒812-0054/福岡市東区馬出1丁目17-1 ECO信頼ビル,採用担当,092-260-9199,
株式会社アサンテ,https://www.asante.co.jp/,https://employment.en-japan.com/desc_1032180/?PK=711EF7&arearoute=1,【本社】〒160-0022 東京都新宿区新宿1-33-15,人材開発部 採用二課,0120-974-634(フリ-コ-ル),
株式会社日立ホーム,http://www.hitachihome.co.jp/,https://employment.en-japan.com/desc_1032280/?PK=711EF7&arearoute=1,〒220-0004/横浜市西区北幸2-15-1東武横浜第2ビル1F,福間,045-316-8821,
NITOH株式会社,http://www.nitoh.co.jp/,https://employment.en-japan.com/desc_1038549/?PK=711EF7&arearoute=1,〒150-0044/東京都渋谷区円山町3-6 E・スペースタワー11F,採用担当,03-6633-7130 (代表),
株式会社GAC,https://www.global-ac.co.jp/,https://employment.en-japan.com/desc_1039843/?PK=711EF7&arearoute=1,■本社/〒106-0032/東京都港区六本木1-4-5　アークヒルズサウスタワー3階,担当者,ksato@global-ac.co.jp,
株式会社成都管理サービス,http://www.seito-jp.com/sks/,https://employment.en-japan.com/desc_1040455/?PK=711EF7&arearoute=1,【本社】/〒560-0023/大阪府豊中市岡上の町3-7-1 TAOビルディング6F,採用担当,06-4865-3131,
株式会社ニチワ,http://www.nichiwa-realestate.co.jp/saiyo.html,https://employment.en-japan.com/desc_1041789/?PK=711EF7&arearoute=1,【本社】/〒150‐0044/東京都渋谷区円山町5-5　NAVI渋谷V,採用担当,03-3463-2101,
株式会社RERISE,http://rerise.co/,https://employment.en-japan.com/desc_1042038/?PK=711EF7&arearoute=1,〒160-0023 /東京都新宿区西新宿8-3-39　STSビル3階,熊本,03-5315-4380,
株式会社プレサンス住販,https://pressance-jyuhan.co.jp,https://employment.en-japan.com/desc_1042110/?PK=711EF7&arearoute=1,本社／〒540-6028　大阪市中央区城見1-2-27　クリスタルタワー28階,人事チーム,06-6943-6636(直通),
auペイメント株式会社,https://www.au-payment.co.jp/index.php,https://employment.en-japan.com/desc_1042405/?PK=711EF7&arearoute=1,東京都新宿区西新宿6-5-1新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
株式会社ゼンリンデータコム,http://www.zenrin-datacom.net/,https://employment.en-japan.com/desc_1042602/?PK=711EF7&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
野村不動産パートナーズ株式会社,https://www.nomura-pt.co.jp/,https://employment.en-japan.com/desc_1042652/?PK=711EF7&arearoute=1,東京都新宿区西新宿6-5-1新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
JA三井リース九州株式会社,https://www.jamitsuilease-kyushu.co.jp/,https://employment.en-japan.com/desc_1042692/?PK=711EF7&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
株式会社オープンハウス,https://oh.openhouse-group.com/,https://employment.en-japan.com/desc_1042774/?PK=711EF7&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　オープンハウス採用事務局,sss-info@en-japan.com,
株式会社アイセイ薬局,https://www.aisei.co.jp/,https://employment.en-japan.com/desc_1042805/?PK=711EF7&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
株式会社日本アセットナビゲーション,https://nihonasset-navi.jp/recruit/,https://employment.en-japan.com/desc_1042874/?PK=711EF7&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
三井不動産ビルマネジメント株式会社,http://www.mfbm.co.jp/,https://employment.en-japan.com/desc_1042878/?PK=711EF7&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
東建コーポレーション株式会社,http://www.token.co.jp/about_token/recruit/,https://employment.en-japan.com/desc_1043113/?PK=711EF7&arearoute=1,〒460-0002/愛知県名古屋市中区丸の内2-1-33　東建本社丸の内ビル,人事採用課,052-232-8013,
アフラック保険サービス株式会社,http://www.afis.co.jp,https://employment.en-japan.com/desc_1043204/?PK=711EF7&arearoute=1,■採用教育部/〒163-0922／東京都新宿区西新宿2-3-1　新宿モノリス22F,アフラック・コンサルタント採用担当,050-3786-1451,ac_saiyo@afis.co.jp
株式会社大京アステージ,https://www.daikyo-astage.co.jp/,https://employment.en-japan.com/desc_1037414/?PK=711EF7&arearoute=1,【本社】/〒151-0051/東京都渋谷区千駄ヶ谷4-19-18　オリックス千駄ヶ谷ビル,採用担当,0120-316-115,d-saiyou@grp.daikyo.co.jp
株式会社タックス不動産,,https://employment.en-japan.com/desc_1037982/?PK=711EF7&arearoute=1,本社／〒160-0022　東京都新宿区新宿1-36-12 サンカテリーナビル6階,採用担当,03-6721-9282,
株式会社アタックス,https://www.attax.co.jp/,https://employment.en-japan.com/desc_1042393/?PK=711EF7&arearoute=1,愛知県名古屋市中村区名駅4-4-10　名古屋クロスコートタワー8F,稲葉・鬼頭・服部,0120-148-812,
HIC株式会社,http://www.hanamaruhoken.com/,https://employment.en-japan.com/desc_1037976/?PK=711EF7&arearoute=1,【松戸店】/千葉県松戸市本町14-1 松戸本町センタービル6F,採用担当,047-361-3697,
H&M不動産株式会社,,https://employment.en-japan.com/desc_1041023/?PK=711EF7&arearoute=1,【本社】/〒231-0032/神奈川県横浜市中区不老町1-6-1　松江関内ビル402号室,採用担当,045-641-6501,
株式会社ライフバディ,https://lifebuddy-dvp.jp/,https://employment.en-japan.com/desc_1041587/?PK=711EF7&arearoute=1,〒356-0050/埼玉県ふじみ野市ふじみ野1-1-39,採用担当　近藤宛,049-256-8201,
株式会社エディット,http://www.e-edit.jp/,https://employment.en-japan.com/desc_1041684/?PK=711EF7&arearoute=1,〒810-0001　/福岡市中央区天神4丁目2-20　天神幸ビル8階,採用担当,092-753-8955,
株式会社メディヴァ,https://mediva.co.jp,https://employment.en-japan.com/desc_1036981/?PK=711EF7&arearoute=1,〒158-0097/東京都世田谷区用賀2-32-18　グレース用賀501,採用担当　増田,03-6672-1589　※ただいまテレワ-ク中のため、電話でのお問い合わせは会社携帯(070-5452-8001)までご連絡をお願いいたします。,
株式会社サン・クルー,http://www.suncrew.co.jp,https://employment.en-japan.com/desc_1037201/?PK=711EF7&arearoute=1,11月30日まで：本社（旧オフィス）／東京都港区虎ノ門1-4-2　虎ノ門東洋ビル6階/12月1日から：本社（新オフィス）／東京都千代田区霞が関1-4-2　大同生命霞が関ビル6階/※電話番号は変わりません。,採用担当,03-3503-3039,
株式会社プラッツ不動産販売（センチュリー21加盟店）,,https://employment.en-japan.com/desc_1039325/?PK=711EF7&arearoute=1,〒564-0063/大阪府吹田市江坂町1丁目13-41,採用担当,06-6192-7556,
株式会社プロスビルメンテ,http://www.pross-ltd.co.jp/,https://employment.en-japan.com/desc_1039991/?PK=711EF7&arearoute=1,〒111-0053/東京都台東区浅草橋4丁目20番5号 翔和浅草橋ビル2階,採用担当,03-5821-6280,
行政書士法人UNIBEST,https://unibest.or.jp/,https://employment.en-japan.com/desc_1041184/?PK=711EF7&arearoute=1,■立川オフィス／東京都立川市曙町2-31-15 日住金ビル3F,採用担当,042-521-0888,
株式会社エス・ハート,http://s-heart.jp,https://employment.en-japan.com/desc_1041310/?PK=711EF7&arearoute=1,■本社／〒540-0012　大阪市中央区谷町2丁目2番22号　NSビル8F,採用担当,06-6966-0097,
KTオフィス司法書士法人,https://kt-office.co.jp/info/,https://employment.en-japan.com/desc_1041322/?PK=711EF7&arearoute=1,【我孫子事務所】/〒558-0014/大阪市住吉区我孫子3-2-1　アビコ岸田ビル2階,菅原,06-6609-0811,
株式会社サンケイビルマネジメント,https://www.sankei-bm.jp,https://employment.en-japan.com/desc_1041620/?PK=711EF7&arearoute=1,＜今回の応募受付窓口は、オンタイムデリバリージャパン（株）が行ないます＞/〒150-0043/東京都渋谷区道玄坂1-19-2 SPLINEビル 8F,オンタイムデリバリージャパン株式会社　株式会社サンケイビルマネジメント採用事務局,050-3556-5163,asap@ondeli-japan.com
株式会社地域環境開発,http://chiikikankyo.a.bsj.jp/,https://employment.en-japan.com/desc_1041960/?PK=711EF7&arearoute=1,〒141-0031/東京都品川区西五反田1‐11‐1　アイオス五反田駅前 712,採用担当,03-6420-3081,
大東建託株式会社（東証・名証一部上場）,http://www.kentaku.co.jp,https://employment.en-japan.com/desc_1019514/?PK=2DD25D&arearoute=1,〒108-8211　東京都港区港南二丁目16番1号,大東建託採用事務局,daito-kentaku@job-entry.com,
大東建託株式会社（東証・名証一部上場）,http://www.kentaku.co.jp,https://employment.en-japan.com/desc_1019719/?PK=2DD25D&arearoute=1,〒108-8211　東京都港区港南二丁目16番1号,大東建託採用事務局,daito-kentaku@job-entry.com,
株式会社オープンハウス・アーキテクト,https://oha.openhouse-group.com/,https://employment.en-japan.com/desc_1034956/?PK=2DD25D&arearoute=1,【本社】/〒190-0012/東京都立川市曙町1-22-17 OHAビル,採用担当,042-548-9009,
朝日土地建物株式会社 横浜支店,http://www.asahi-t-t.co.jp/,https://employment.en-japan.com/desc_1035611/?PK=2DD25D&arearoute=1,■横浜支店/〒240-0023/神奈川県横浜市保土ケ谷区岩井町1-7　保土ケ谷駅ビル4F,採用担当,045-337-4311,
日本セーフティー株式会社,http://www.nihon-safety.co.jp/,https://employment.en-japan.com/desc_1037087/?PK=2DD25D&arearoute=1,【大阪本社】〒550-0002/大阪府大阪市西区江戸堀2-1-1　江戸堀センタービル19F,採用担当,06-6225-9000(代表),
スウェーデンハウス株式会社,http://www.swedenhouse.co.jp,https://employment.en-japan.com/desc_1037446/?PK=2DD25D&arearoute=1,＜本社＞〒154-0004/世田谷区太子堂4-1-1 キャロットタワー23F,採用担当,03-5430-7626,
株式会社藤和ハウス,http://www.towa-house.com/,https://employment.en-japan.com/desc_1037829/?PK=2DD25D&arearoute=1,【本店】/〒188-0011/東京都西東京市田無町４-７-９,採用担当,042-466-5800　※直通,
株式会社成都不動産,http://www.seito-jp.com/,https://employment.en-japan.com/desc_1039686/?PK=2DD25D&arearoute=1,【本社】/〒560-0023/大阪府豊中市岡上の町3-7-1　TAOビルディング6F,採用担当,06-4865-3131,
株式会社サンリット建設,http://www.sun-lit.ne.jp/,https://employment.en-japan.com/desc_1040869/?PK=2DD25D&arearoute=1,【本社】/〒104-0061/東京都中央区銀座5丁目14番15号,採用担当,03-5565-1818,
株式会社住協,http://www.jyukyo.com,https://employment.en-japan.com/desc_1041416/?PK=2DD25D&arearoute=1,【本社】/〒359-1141/埼玉県所沢市小手指町1-1-4,採用担当,04-2940-8600,
株式会社スプリングヒル,http://springhill-renove.com/,https://employment.en-japan.com/desc_1041617/?PK=2DD25D&arearoute=1,愛知県名古屋市中区丸の内3-19-19　スプリングヒルギャラリー2F,採用担当,052-446-7667,
株式会社カムテイ,http://www.kamty.co.jp/,https://employment.en-japan.com/desc_1041823/?PK=2DD25D&arearoute=1,◆本社/〒550-0003　大阪府大阪市西区京町堀1-4-16 センチュリービル4階,採用担当,06-6225-9557,
日本住宅総合開発株式会社,https://njsk-eco.com/,https://employment.en-japan.com/desc_1041897/?PK=2DD25D&arearoute=1,本社／愛知県名古屋市中区大須2-6-9　クリスタルスクエアビル7F,採用担当,052-938-5220,
株式会社芦屋B-Fine,,https://employment.en-japan.com/desc_1042204/?PK=2DD25D&arearoute=1,〒659-0065/兵庫県芦屋市公光町10-14　フラッテロ・アシヤ3階,採用担当,0120-502-397,
株式会社白鷺トラスト住建,,https://employment.en-japan.com/desc_1042207/?PK=2DD25D&arearoute=1,〒670-0921/兵庫県姫路市綿町119番地　姫路不動ビル7階,採用担当,0120-502-423,
株式会社住まいるe工房,https://www.smile-kobo.jp/,https://employment.en-japan.com/desc_1042235/?PK=2DD25D&arearoute=1,〒460-0002/名古屋市中区丸の内2丁目17-3　ie桜通伏見ビルディング4F,採用担当,0120-560-347,
株式会社中央建物管理,http://chutate-jpn.com/,https://employment.en-japan.com/desc_1042365/?PK=2DD25D&arearoute=1,＜本社＞/〒164-0011/東京都中野区中央3-49-3,採用担当,kojima@chutate-jpn.com,
SOMPOひまわり生命保険株式会社,http://www.himawari-life.co.jp/,https://employment.en-japan.com/desc_1042443/?PK=2DD25D&arearoute=1,〒160-0023/東京都新宿区西新宿六丁目13番1号新宿セントラルパークビル,LC事業部　採用担当者,03-6742-3760,lc_recruit@himawari-life.co.jp
アフラック（アフラック生命保険株式会社）,https://www.aflac-as.com/modules/sp/,https://employment.en-japan.com/desc_1036861/?PK=2DD25D&arearoute=1,【本社】/〒163-0456　東京都新宿区西新宿2-1-1 新宿三井ビル,SP採用担当,0120-868-055,
独立行政法人住宅金融支援機構,https://www.jhf.go.jp/,https://employment.en-japan.com/desc_1038330/?PK=2DD25D&arearoute=1,本店／東京都文京区後楽1-4-10,採用担当,03-5800-8030,
スカイコート株式会社,http://www.skyc.jp/,https://employment.en-japan.com/desc_1040809/?PK=2DD25D&arearoute=1,■本社/〒162-0067/東京都新宿区富久町8-22　スカイビル,採用担当,03-5269-3700,
株式会社M-ITコンサルティング,https://mit.co.jp,https://employment.en-japan.com/desc_1037794/?PK=2DD25D&arearoute=1,【東京本社】/〒103-0027/東京都中央区日本橋3-2-9 三晶ビル8F,採用担当,03-6225-2841,
株式会社夢のおてつだい,https://yumenootetsudai.com/,https://employment.en-japan.com/desc_1039716/?PK=2DD25D&arearoute=1,■本社/〒471-0871/愛知県豊田市元宮町5-8-2,採用担当,0565-35-0061,
株式会社ミエルモ,https://mielmo.co.jp/,https://employment.en-japan.com/desc_1039860/?PK=2DD25D&arearoute=1,本社／東京都品川区大崎5-1-5　高徳ビル4階,採用担当,03-5776-2469(10時半から16時半),
三井不動産レジデンシャルサービス株式会社,http://www.mitsui-kanri.co.jp/,https://employment.en-japan.com/desc_1040000/?PK=2DD25D&arearoute=1,東京都新宿区西新宿6-5-1 新宿アイランドタワー,人事部人事開発課,03-3534-3102,
株式会社ボルテックス,http://www.vortex-net.com/,https://employment.en-japan.com/desc_1040730/?PK=2DD25D&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
株式会社ビーアンドエー,http://office.ba-japan.co.jp/,https://employment.en-japan.com/desc_1041460/?PK=2DD25D&arearoute=1,〒220-0073　神奈川県横浜市西区岡野1-12-17 6階,採用担当,045-314-1075,
コミュニティワン株式会社,http://www.community-one.jp/,https://employment.en-japan.com/desc_1041652/?PK=2DD25D&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
株式会社ライクス,https://www.likes.co.jp,https://employment.en-japan.com/desc_1041663/?PK=2DD25D&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
丸八証券株式会社（東証JASDAQ上場）,http://www.maruhachi-sec.co.jp/,https://employment.en-japan.com/desc_1041727/?PK=2DD25D&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
東新住建株式会社,https://www.toshinjyuken.co.jp/,https://employment.en-japan.com/desc_1041761/?PK=2DD25D&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
住友林業ホームテック株式会社,https://www.sumirin-ht.co.jp/company/,https://employment.en-japan.com/desc_1041764/?PK=2DD25D&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
株式会社アーバン（センチュリー21）,,https://employment.en-japan.com/desc_1041908/?PK=2DD25D&arearoute=1,〒272-0107/千葉県市川市押切21-8,採用担当,047-701-1122,
株式会社ビリーフコーポレーション,http://www.belief-corporation.co.jp/,https://employment.en-japan.com/desc_1041425/?PK=2DD25D&arearoute=1,【本社】/〒150-0002　/東京都渋谷区渋谷2-22-13 渋谷東口マイアミビル8階,採用担当,03-6418-6980,
株式会社三宗,http://uenoshowadori-housedo.com/,https://employment.en-japan.com/desc_1001592/?PK=2DD25D&arearoute=1,■ハウスドゥ！上野昭和通店/〒110-0013　東京都台東区入谷1-27-5 共栄入谷ビル1F,採用担当,03-5808-7831,
AIG損害保険株式会社,https://www.aig.co.jp/sonpo,https://employment.en-japan.com/desc_1010707/?PK=2DD25D&arearoute=1,読み取り不可避エラー,,,
AIG損害保険株式会社,https://www.aig.co.jp/sonpo,https://employment.en-japan.com/desc_1017448/?PK=2DD25D&arearoute=1,〒105-8602/東京都港区虎ノ門4-3-20　神谷町MTビル/※採用に関するお問い合わせはメールにてお願い致します。/電話によるお問い合わせは受け付けておりません。,ICA社員採用担当係,aig-ica@aig.co.jp,
株式会社エイブル,https://able-shukatsu.able.co.jp/jobfind-pc/,https://employment.en-japan.com/desc_1036866/?PK=2DD25D&arearoute=1,【本社】〒107-0051/東京都港区元赤坂1-5-5　元赤坂SFビル,中途採用担当,0120-994-820,
株式会社オンテックス,https://www.ontex.co.jp/,https://employment.en-japan.com/desc_1037948/?PK=2DD25D&arearoute=1,読み取り不可避エラー,,,
株式会社オープンハウス（東証一部上場）,http://oh.openhouse-group.com/,https://employment.en-japan.com/desc_1039142/?PK=2DD25D&arearoute=1,＜今回の応募受付窓口は、オンタイムデリバリージャパン（株）が行ないます＞/〒150-0043/東京都渋谷区道玄坂1-19-2 SPLINEビル8F,オンタイムデリバリージャパン株式会社　株式会社オープンハウス採用事務局,050-3556-5163,asap@ondeli-japan.com
生和コーポレーション株式会社,http://www.seiwa-stss.jp,https://employment.en-japan.com/desc_1039438/?PK=2DD25D&arearoute=1,読み取り不可避エラー,,,
SCM株式会社,https://sg-scm.co.jp,https://employment.en-japan.com/desc_1039809/?PK=2DD25D&arearoute=1,本社／大阪府大阪市西区京町堀1-11-1 博友ビル3階,採用担当,06-6444-3016,
株式会社アワジス,http://www.awags.jp/,https://employment.en-japan.com/desc_1040843/?PK=2DD25D&arearoute=1,【本社】/東京都新宿区西新宿1-25-1　新宿センタービル37階,藤井,03-6911-0380,
株式会社レジデンシャルゴールド,https://www.residential-gold.co.jp/,https://employment.en-japan.com/desc_1040857/?PK=2DD25D&arearoute=1,【関内店】/〒231-0007/横浜市中区弁天通2-21 アトム関内ビル5階,山崎,045-226-4447,
株式会社大京穴吹不動産,https://www.daikyo-anabuki.co.jp,https://employment.en-japan.com/desc_1040883/?PK=2DD25D&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
日本不動産株式会社,http://www.nihonfudosan.co.jp/,https://employment.en-japan.com/desc_1041047/?PK=2DD25D&arearoute=1,〒101‐0032/東京都千代田区岩本町1丁目1番7号,採用担当,03-5687-7230,
ロイヤルハウジング販売株式会社,https://www.royal-h.jp/,https://employment.en-japan.com/desc_1041434/?PK=2DD25D&arearoute=1,読み取り不可避エラー,,,
リノベる株式会社,https://renoveru.co.jp/,https://employment.en-japan.com/desc_1041636/?PK=2DD25D&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
株式会社ZEROBASE,https://zeroku.jp/,https://employment.en-japan.com/desc_1041642/?PK=2DD25D&arearoute=1,本社／〒106-0032　東京都港区六本木5-16-50 六本木デュープレックスM's,採用担当,03-6332-6651,
日本管財株式会社（東証一部上場）,https://www.nkanzai.co.jp,https://employment.en-japan.com/desc_1041746/?PK=2B00CB&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
豊証券株式会社,http://www.yutaka-sec.co.jp/,https://employment.en-japan.com/desc_1041747/?PK=2B00CB&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
日本管財株式会社（東証一部上場）,https://www.nkanzai.co.jp,https://employment.en-japan.com/desc_1041749/?PK=2B00CB&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　エン エージェント,enagent-info@en-japan.com,
アクティグループ株式会社,http://www.acty-group.co.jp/,https://employment.en-japan.com/desc_1041800/?PK=2B00CB&arearoute=1,【本社】/〒161-0034/東京都新宿区上落合3-8-2　grand2F,堀口,03-5332-5222,
三井不動産商業マネジメント株式会社,https://www.mf-shogyo.co.jp/,https://employment.en-japan.com/desc_1041806/?PK=2B00CB&arearoute=1,〒103-0007/東京都中央区日本橋浜町2-31-1,三井不動産商業マネジメント株式会社 採用担当,0120-739-700　(受付時間9：00～18：00　※土日祝除く),
日本セーフティー株式会社,http://www.nihon-safety.co.jp/,https://employment.en-japan.com/desc_1037052/?PK=2B00CB&arearoute=1,【大阪本社】/〒550-0002/大阪府大阪市西区江戸堀2-1-1　江戸堀センタービル19F,採用担当,06-6225-9000 (代表),
住友不動産株式会社,http://www.sumitomo-rd.co.jp/,https://employment.en-japan.com/desc_1037500/?PK=2B00CB&arearoute=1,東京都新宿区西新宿6-5-1　新宿アイランドタワー,エン・ジャパン株式会社　住友不動産採用事務局,saiyo-assist-info@en-japan.com,
株式会社ギガス,http://www.ksdenki.co.jp/gigas/,https://employment.en-japan.com/desc_1028176/?PK=2B00CB&arearoute=1,【本社】/〒465-0095/愛知県名古屋市名東区高社2-130,採用担当,052-726-9001,
株式会社長谷工コミュニティ,http://www.haseko-hcm.co.jp/,https://employment.en-japan.com/desc_1028354/?PK=2B00CB&arearoute=1,＜応募受付は株式会社長谷工管理ホールディングスが行ないます＞/本社／〒105-0014 東京都港区芝2-6-1,中途採用担当,0120-81-8750,
独立行政法人都市再生機構,https://www.ur-net.go.jp/,https://employment.en-japan.com/desc_1037705/?PK=2B00CB&arearoute=1,【本社】/〒231-8315/神奈川県横浜市中区本町6-50-1 横浜アイランドタワー,人事部 企画課 採用担当,045-650-0256,
マックスエンジニアリング株式会社,http://www.max-en.com/,https://employment.en-japan.com/desc_1039693/?PK=2B00CB&arearoute=1,【大阪本社】〒541-0048/大阪府大阪市中央区瓦町2-4-10 廣瀬又一ビル,採用担当：藤原（フジワラ）,06-7655-3157,
アエラホーム株式会社,http://www.aerahome.com,https://employment.en-japan.com/desc_1039699/?PK=2B00CB&arearoute=1,〒102-0074 　/東京都千代田区九段南2-3-1/青葉第一ビル2F,採用担当,03-3512-2311,
株式会社モリモトクオリティ,http://www.m-quality.co.jp/,https://employment.en-japan.com/desc_1040774/?PK=2B00CB&arearoute=1,〒150-0022/東京都渋谷区恵比寿南3-7-4　モリモト代官山ビル,採用担当　長谷川,03-5724-1418,
独立行政法人都市再生機構,https://www.ur-net.go.jp/,https://employment.en-japan.com/desc_1041450/?PK=2B00CB&arearoute=1,【本社】/〒231-8315/神奈川県横浜市中区本町6-50-1 横浜アイランドタワー,人事部 企画課 採用担当,045-650-0256,
株式会社AMBITION,https://www.am-bition.jp/,https://employment.en-japan.com/desc_1041488/?PK=2B00CB&arearoute=1,〒150-0001/東京都渋谷区神宮前2丁目34‐17/住友不動産原宿ビル18F,採用担当,03-6439-8901,
鶴ホーム株式会社,https://tsuruhome.jp/,https://employment.en-japan.com/desc_1039297/?PK=2B00CB&arearoute=1,本社／〒543-0074 大阪市天王寺区六万体町4-19-203,採用担当,06-6773-2626,
